ngram	w1	w2	n
masa_pembibitan	masa	pembibitan	1
masa_pembinaan	masa	pembinaan	1
masa_pembuangan	masa	pembuangan	1
masa_pembuatan	masa	pembuatan	1
masa_peme	masa	peme	1
masa_pemeimpinan	masa	pemeimpinan	1
masa_pemeriksaan	masa	pemeriksaan	1
masa_pemerin-tahan	masa	pemerin-tahan	1
masa_pemilihannya	masa	pemilihannya	1
masa_pemilukada	masa	pemilukada	1
masa_pemkab	masa	pemkab	1
masa_pemungutan	masa	pemungutan	1
masa_pemusatan	masa	pemusatan	1
masa_pemutakhiran	masa	pemutakhiran	1
masa_pen-siunnya	masa	pen-siunnya	1
masa_pena-hanannya	masa	pena-hanannya	1
masa_penaha-nannya	masa	penaha-nannya	1
masa_penahannya	masa	penahannya	1
masa_penaklukan	masa	penaklukan	1
masa_penangguhan	masa	penangguhan	1
masa_penangkapannya	masa	penangkapannya	1
masa_penaya-ngan	masa	penaya-ngan	1
masa_penayangan	masa	penayangan	1
masa_penayangannya	masa	penayangannya	1
masa_pencalo-nan	masa	pencalo-nan	1
masa_penciptaannya	masa	penciptaannya	1
masa_pencocokan	masa	pencocokan	1
masa_pendemo	masa	pendemo	1
masa_penebusan	masa	penebusan	1
masa_penegak	masa	penegak	1
masa_penelitian	masa	penelitian	1
masa_penetapan	masa	penetapan	1
masa_peng-abdian	masa	peng-abdian	1
masa_pengamanan	masa	pengamanan	1
masa_pengampunan	masa	pengampunan	1
masa_pengasingan	masa	pengasingan	1
masa_pengelolaannya	masa	pengelolaannya	1
masa_penggarapan	masa	penggarapan	1
masa_penghentian	masa	penghentian	1
masa_penghujan	masa	penghujan	1
masa_pengiriman	masa	pengiriman	1
masa_pengolahan	masa	pengolahan	1
masa_pengukuran	masa	pengukuran	1
masa_penilaian	masa	penilaian	1
masa_penindasan	masa	penindasan	1
masa_peningkatan	masa	peningkatan	1
masa_penjajah-an	masa	penjajah-an	1
masa_penjajahannya	masa	penjajahannya	1
masa_penjatahan	masa	penjatahan	1
masa_pensi-un	masa	pensi-un	1
masa_pensiunan	masa	pensiunan	1
masa_penududkan	masa	penududkan	1
masa_penugasannya	masa	penugasannya	1
masa_penumpukan	masa	penumpukan	1
masa_penundaan	masa	penundaan	1
masa_penurunan	masa	penurunan	1
masa_penyaluran	masa	penyaluran	1
masa_penyanderaan	masa	penyanderaan	1
masa_penyegelan	masa	penyegelan	1
masa_penyelesaian	masa	penyelesaian	1
masa_penyusunan	masa	penyusunan	1
masa_per-cobaan	masa	per-cobaan	1
masa_per-panjangan	masa	per-panjangan	1
masa_perampungan	masa	perampungan	1
masa_peraturan	masa	peraturan	1
masa_perawatannya	masa	perawatannya	1
masa_perceraian	masa	perceraian	1
masa_percobaannya	masa	percobaannya	1
masa_perekaman	masa	perekaman	1
masa_peremajaan	masa	peremajaan	1
masa_periodenya	masa	periodenya	1
masa_periodesasi	masa	periodesasi	1
masa_periodisasi	masa	periodisasi	1
masa_perjalanan	masa	perjalanan	1
masa_perjanjian	masa	perjanjian	1
masa_perkabungan	masa	perkabungan	1
masa_perke-nalan	masa	perke-nalan	1
masa_perkembangan	masa	perkembangan	1
masa_perkuliahan	masa	perkuliahan	1
masa_perluasan	masa	perluasan	1
masa_permulaan	masa	permulaan	1
masa_perpan-jangan	masa	perpan-jangan	1
masa_perpanjanga	masa	perpanjanga	1
masa_perpindahan	masa	perpindahan	1
masa_perrayaan	masa	perrayaan	1
masa_persaingan	masa	persaingan	1
masa_perselisihan	masa	perselisihan	1
masa_persennya	masa	persennya	1
masa_pertanaman	masa	pertanaman	1
masa_pidana	masa	pidana	1
masa_pidananya	masa	pidananya	1
masa_pilcaleg	masa	pilcaleg	1
masa_pilihan	masa	pilihan	1
masa_pilpres	masa	pilpres	1
masa_pinjam	masa	pinjam	1
masa_planet	masa	planet	1
masa_populasi	masa	populasi	1
masa_post	masa	post	1
masa_pra-industrialisasi	masa	pra-industrialisasi	1
masa_pra-moderen	masa	pra-moderen	1
masa_pra-Paskah	masa	pra-Paskah	1
masa_pramusim	masa	pramusim	1
masa_prapenempatan	masa	prapenempatan	1
masa_praperadilan	masa	praperadilan	1
masa_prasekolah	masa	prasekolah	1
masa_primitif	masa	primitif	1
masa_produk	masa	produk	1
masa_produktivitas	masa	produktivitas	1
masa_proses	masa	proses	1
masa_puber	masa	puber	1
masa_pungkasnya	masa	pungkasnya	1
masa_punya	masa	punya	1
masa_pur-nabakti	masa	pur-nabakti	1
masa_raja-raja	masa	raja-raja	1
masa_rakyat	masa	rakyat	1
masa_re-ses	masa	re-ses	1
masa_real	masa	real	1
masa_recoverinya	masa	recoverinya	1
masa_refreshing	masa	refreshing	1
masa_rehabilitasi	masa	rehabilitasi	1
masa_ren-tan	masa	ren-tan	1
masa_renovasi	masa	renovasi	1
masa_rentan	masa	rentan	1
masa_rezim	masa	rezim	1
masa_ribuan	masa	ribuan	1
masa_riset	masa	riset	1
masa_rumah	masa	rumah	1
masa_sakit	masa	sakit	1
masa_sama	masa	sama	1
masa_sampai	masa	sampai	1
masa_sang-gah	masa	sang-gah	1
masa_sang-sara	masa	sang-sara	1
masa_sangat	masa	sangat	1
masa_sanggahan	masa	sanggahan	1
masa_satgas	masa	satgas	1
masa_se-karang	masa	se-karang	1
masa_sebe-lumnya	masa	sebe-lumnya	1
masa_secara	masa	secara	1
masa_sejarah	masa	sejarah	1
masa_seka	masa	seka	1
masa_sekitar	masa	sekitar	1
masa_selama	masa	selama	1
masa_semua	masa	semua	1
masa_senggang	masa	senggang	1
masa_sensitif	masa	sensitif	1
masa_sepeninggal	masa	sepeninggal	1
masa_sepuluh	masa	sepuluh	1
masa_seraya	masa	seraya	1
masa_sesudah	masa	sesudah	1
masa_sesudahnya	masa	sesudahnya	1
masa_setahun	masa	setahun	1
masa_si-dang	masa	si-dang	1
masa_simpatisan	masa	simpatisan	1
masa_sisa	masa	sisa	1
masa_situasi	masa	situasi	1
masa_skandal	masa	skandal	1
masa_skors	masa	skors	1
masa_skorsing	masa	skorsing	1
masa_somo	masa	somo	1
masa_sopir	masa	sopir	1
masa_sosialisasinya	masa	sosialisasinya	1
masa_status	masa	status	1
masa_suara	masa	suara	1
masa_subsider	masa	subsider	1
masa_subuh-subuh	masa	subuh-subuh	1
masa_suku	masa	suku	1
masa_sungguh	masa	sungguh	1
masa_suratnya	masa	suratnya	1
masa_taha-nan	masa	taha-nan	1
masa_tahan-an	masa	tahan-an	1
masa_tahananya	masa	tahananya	1
masa_tak	masa	tak	1
masa_tambahnya	masa	tambahnya	1
masa_tamsilnya	masa	tamsilnya	1
masa_tan-dasnya	masa	tan-dasnya	1
masa_tanggal	masa	tanggal	1
masa_tarif	masa	tarif	1
masa_tempo	masa	tempo	1
masa_tenor	masa	tenor	1
masa_terabaik	masa	terabaik	1
masa_terakhir	masa	terakhir	1
masa_terbang	masa	terbang	1
masa_terberat	masa	terberat	1
masa_terpotong-potong	masa	terpotong-potong	1
masa_terse-but	masa	terse-but	1
masa_tertentu	masa	tertentu	1
masa_tertinggi	masa	tertinggi	1
masa_tes	masa	tes	1
masa_tiap	masa	tiap	1
masa_tiap-tiap	masa	tiap-tiap	1
masa_tibanya	masa	tibanya	1
masa_tindak	masa	tindak	1
masa_toddler	masa	toddler	1
masa_tolerans	masa	tolerans	1
masa_torang	masa	torang	1
masa_transi	masa	transi	1
masa_treatment	masa	treatment	1
masa_tryout	masa	tryout	1
masa_tubuh	masa	tubuh	1
masa_tulis	masa	tulis	1
masa_tumbuhnya	masa	tumbuhnya	1
masa_tunggunya	masa	tunggunya	1
masa_turut	masa	turut	1
masa_tutup	masa	tutup	1
masa_udara	masa	udara	1
masa_ujar	masa	ujar	1
masa_ujicoba	masa	ujicoba	1
masa_ujung	masa	ujung	1
masa_ulang	masa	ulang	1
masa_umur	masa	umur	1
masa_umurnya	masa	umurnya	1
masa_ungkap	masa	ungkap	1
masa_ungkapnya	masa	ungkapnya	1
masa_unjury	masa	unjury	1
masa_usai	masa	usai	1
masa_utama	masa	utama	1
masa_vote	masa	vote	1
masa_waktunya	masa	waktunya	1
masa_website	masa	website	1
masa_yanng	masa	yanng	1
masa-kan_gara-gara	masa-kan	gara-gara	1
masa-lah_administrasi	masa-lah	administrasi	1
masa-lah_administratif	masa-lah	administratif	1
masa-lah_ampas	masa-lah	ampas	1
masa-lah_aspirasi	masa-lah	aspirasi	1
masa-lah_atau	masa-lah	atau	1
masa-lah_biasa	masa-lah	biasa	1
masa-lah_daging	masa-lah	daging	1
masa-lah_eceng	masa-lah	eceng	1
masa-lah_ekologi	masa-lah	ekologi	1
masa-lah_fasilitas	masa-lah	fasilitas	1
masa-lah_galian	masa-lah	galian	1
masa-lah_ganti	masa-lah	ganti	1
masa-lah_gelar	masa-lah	gelar	1
masa-lah_hotel	masa-lah	hotel	1
masa-lah_hukum	masa-lah	hukum	1
masa-lah_ijazah	masa-lah	ijazah	1
masa-lah_izin	masa-lah	izin	1
masa-lah_jadi	masa-lah	jadi	1
masa-lah_karyawan	masa-lah	karyawan	1
masa-lah_kata	masa-lah	kata	1
masa-lah_keamanan	masa-lah	keamanan	1
masa-lah_kemapanan	masa-lah	kemapanan	1
masa-lah_kemiskinan	masa-lah	kemiskinan	1
masa-lah_kemitraan	masa-lah	kemitraan	1
masa-lah_kendaraan	masa-lah	kendaraan	1
masa-lah_kepengurusan	masa-lah	kepengurusan	1
masa-lah_kesehatan	masa-lah	kesehatan	1
masa-lah_keuangan	masa-lah	keuangan	1
masa-lah_keuangannya	masa-lah	keuangannya	1
masa-lah_kewarganegaraan	masa-lah	kewarganegaraan	1
masa-lah_konflik	masa-lah	konflik	1
masa-lah_korupsi	masa-lah	korupsi	1
masa-lah_krisis	masa-lah	krisis	1
masa-lah_krusial	masa-lah	krusial	1
masa-lah_lagi	masa-lah	lagi	1
masa-lah_lain	masa-lah	lain	1
masa-lah_lingkungan	masa-lah	lingkungan	1
masa-lah_operasional	masa-lah	operasional	1
masa-lah_pangan	masa-lah	pangan	1
masa-lah_pendaftaran	masa-lah	pendaftaran	1
masa-lah_pengangkatan	masa-lah	pengangkatan	1
masa-lah_pengisian	masa-lah	pengisian	1
masa-lah_peperangan	masa-lah	peperangan	1
masa-lah_perayaan	masa-lah	perayaan	1
masa-lah_perizinan	masa-lah	perizinan	1
masa-lah_pertambangan	masa-lah	pertambangan	1
masa-lah_pilkada	masa-lah	pilkada	1
masa-lah_politik	masa-lah	politik	1
masa-lah_pribadi	masa-lah	pribadi	1
masa-lah_pungutan	masa-lah	pungutan	1
masa-lah_rektor	masa-lah	rektor	1
masa-lah_retribusi	masa-lah	retribusi	1
masa-lah_rumah	masa-lah	rumah	1
masa-lah_sebab	masa-lah	sebab	1
masa-lah_selama	masa-lah	selama	1
masa-lah_selera	masa-lah	selera	1
masa-lah_serius	masa-lah	serius	1
masa-lah_tarif	masa-lah	tarif	1
masa-lah_tenaga	masa-lah	tenaga	1
masa-lah_tender	masa-lah	tender	1
masa-lah_terminal	masa-lah	terminal	1
masa-lah_transnational	masa-lah	transnational	1
masa-lah_tukasnya	masa-lah	tukasnya	1
masa-lah_utama	masa-lah	utama	1
masa-lah_utang	masa-lah	utang	1
masa-lah_waktu	masa-lah	waktu	1
masa-lah-masalah_dasar	masa-lah-masalah	dasar	1
masa-lah-masalah_perindustrian	masa-lah-masalah	perindustrian	1
masa-lah-masalah_sosial	masa-lah-masalah	sosial	1
masa-lah-masalah_yang	masa-lah-masalah	yang	1
masa-lahnya_akan	masa-lahnya	akan	1
masa-lahnya_belanja	masa-lahnya	belanja	1
masa-lahnya_bukan	masa-lahnya	bukan	1
masa-lahnya_di	masa-lahnya	di	1
masa-lahnya_dipublikasikan	masa-lahnya	dipublikasikan	1
masa-lahnya_hanya	masa-lahnya	hanya	1
masa-lahnya_hanyalah	masa-lahnya	hanyalah	1
masa-lahnya_hingga	masa-lahnya	hingga	1
masa-lahnya_menjadi	masa-lahnya	menjadi	1
masa-lahnya_sudah	masa-lahnya	sudah	1
masa-ma-sa_ter-akhir	masa-ma-sa	ter-akhir	1
masa-masa_adaptasi	masa-masa	adaptasi	1
masa-masa_akhir	masa-masa	akhir	1
masa-masa_anaknya	masa-masa	anaknya	1
masa-masa_awalnya	masa-masa	awalnya	1
masa-masa_baik	masa-masa	baik	1
masa-masa_berat	masa-masa	berat	1
masa-masa_berdua	masa-masa	berdua	1
masa-masa_berikutnya	masa-masa	berikutnya	1
masa-masa_berlainan	masa-masa	berlainan	1
masa-masa_diakonal	masa-masa	diakonal	1
masa-masa_ekonomi	masa-masa	ekonomi	1
masa-masa_emas	masa-masa	emas	1
masa-masa_gelap	masa-masa	gelap	1
masa-masa_genting	masa-masa	genting	1
masa-masa_indah	masa-masa	indah	1
masa-masa_inkubasi	masa-masa	inkubasi	1
masa-masa_itulah	masa-masa	itulah	1
masa-masa_jaya	masa-masa	jaya	1
masa-masa_ke-depan	masa-masa	ke-depan	1
masa-masa_kecilnya	masa-masa	kecilnya	1
masa-masa_kepanikan	masa-masa	kepanikan	1
masa-masa_kepemimpi-nan	masa-masa	kepemimpi-nan	1
masa-masa_ketika	masa-masa	ketika	1
masa-masa_kita	masa-masa	kita	1
masa-masa_krusial	masa-masa	krusial	1
masa-masa_libur	masa-masa	libur	1
masa-masa_men-datang	masa-masa	men-datang	1
masa-masa_mendatar	masa-masa	mendatar	1
masa-masa_menjelang	masa-masa	menjelang	1
masa-masa_muda	masa-masa	muda	1
masa-masa_nakal	masa-masa	nakal	1
masa-masa_orde	masa-masa	orde	1
masa-masa_paceklik	masa-masa	paceklik	1
masa-masa_pe-nantian	masa-masa	pe-nantian	1
masa-masa_pembahasan	masa-masa	pembahasan	1
masa-masa_pemilihan	masa-masa	pemilihan	1
masa-masa_penan-tian	masa-masa	penan-tian	1
masa-masa_penantian	masa-masa	penantian	1
masa-masa_penelitian	masa-masa	penelitian	1
masa-masa_penghujung	masa-masa	penghujung	1
masa-masa_penyembuhan	masa-masa	penyembuhan	1
masa-masa_percobaan	masa-masa	percobaan	1
masa-masa_perjuangan	masa-masa	perjuangan	1
masa-masa_persiapan	masa-masa	persiapan	1
masa-masa_persidangan	masa-masa	persidangan	1
masa-masa_pertamanya	masa-masa	pertamanya	1
masa-masa_pesta	masa-masa	pesta	1
masa-masa_praindustri	masa-masa	praindustri	1
masa-masa_s	masa-masa	s	1
masa-masa_sebelum	masa-masa	sebelum	1
masa-masa_sekarang	masa-masa	sekarang	1
masa-masa_selanjutnya	masa-masa	selanjutnya	1
masa-masa_sesudah	masa-masa	sesudah	1
masa-masa_sidang	masa-masa	sidang	1
masa-masa_strategis	masa-masa	strategis	1
masa-masa_sulitnya	masa-masa	sulitnya	1
masa-masa_tahapan	masa-masa	tahapan	1
masa-masa_terberat	masa-masa	terberat	1
masa-masa_terpenting	masa-masa	terpenting	1
masa-masa_transisi	masa-masa	transisi	1
masa-masanya_di	masa-masanya	di	1
masa-nya_di	masa-nya	di	1
masa-nya_yang	masa-nya	yang	1
massa_masa-kini	massa	masa-kini	1
masuk_masa-masa	masuk	masa-masa	1
masuki_masa	masuki	masa	1
mata_masa	mata	masa	1
mau_masa	mau	masa	1
maupun_masa-masa	maupun	masa-masa	1
me-dia_masa	me-dia	masa	1
me-lepaskan_masa	me-lepaskan	masa	1
me-lewati_masa	me-lewati	masa	1
me-lewati_masa-masa	me-lewati	masa-masa	1
me-manfaaatkan_masa	me-manfaaatkan	masa	1
me-manfaatkan_masa	me-manfaatkan	masa	1
me-mang_masa	me-mang	masa	1
me-mentingkan_masa	me-mentingkan	masa	1
me-ngalami_masa	me-ngalami	masa	1
me-ngenang_masa-masa	me-ngenang	masa-masa	1
me-ngingat_masa	me-ngingat	masa	1
me-ngisi_masa	me-ngisi	masa	1
mela-kukan_masa	mela-kukan	masa	1
melalui_masa-masa	melalui	masa-masa	1
melaporkan_masa	melaporkan	masa	1
mele-wati_masa	mele-wati	masa	1
melepaskan_masa	melepaskan	masa	1
melewatkan_masa	melewatkan	masa	1
melindungi_masa	melindungi	masa	1
meluruskan_masa-lah	meluruskan	masa-lah	1
memaksimalkan_masa	memaksimalkan	masa	1
memang_masa-lahnya	memang	masa-lahnya	1
memasuki_masa-masa	memasuki	masa-masa	1
membahas_masa-lah-masalah	membahas	masa-lah-masalah	1
membatasi_masa	membatasi	masa	1
membawa_masa-masa	membawa	masa-masa	1
membentuk_masa	membentuk	masa	1
memberi_masa	memberi	masa	1
membicarakan_masa-lah	membicarakan	masa-lah	1
mememperpanjang_masa	mememperpanjang	masa	1
memengaruhi_masa	memengaruhi	masa	1
mementingkan_masa	mementingkan	masa	1
memerangi_masa-lah	memerangi	masa-lah	1
memerhatikan_masa	memerhatikan	masa	1
memerlukan_masa	memerlukan	masa	1
memerpanjang_masa	memerpanjang	masa	1
memiiliki_masa	memiiliki	masa	1
memilih_masa	memilih	masa	1
meminta_masa	meminta	masa	1
memoar_masa	memoar	masa	1
mempelajari_masa-lah	mempelajari	masa-lah	1
mempengaruhi_masa	mempengaruhi	masa	1
memper-masalahkan_masa	memper-masalahkan	masa	1
memper-panjang_masa	memper-panjang	masa	1
memper-pendek_masa	memper-pendek	masa	1
memperanjang_masa	memperanjang	masa	1
memperhatikan_masa	memperhatikan	masa	1
memperhatikan_masa-lah	memperhatikan	masa-lah	1
memperkirakan_masa	memperkirakan	masa	1
memperluas_masa	memperluas	masa	1
memperuncing_masa-lah	memperuncing	masa-lah	1
memprotek_masa	memprotek	masa	1
memundurkan_masa	memundurkan	masa	1
men-ceritakan_masa	men-ceritakan	masa	1
men-galami_masa-masa	men-galami	masa-masa	1
men-jalani_masa	men-jalani	masa	1
menahan_masa	menahan	masa	1
menangani_masa-lah	menangani	masa-lah	1
menanggani_masa-lah	menanggani	masa-lah	1
menanggulangi_masa-lah	menanggulangi	masa-lah	1
menanyakan_masa	menanyakan	masa	1
menapaki_masa	menapaki	masa	1
mencari_masa-lah	mencari	masa-lah	1
mencermati_masa-lah	mencermati	masa-lah	1
mencukupi_masa	mencukupi	masa	1
mendalami_masa	mendalami	masa	1
mendapat_masa	mendapat	masa	1
mendapatkan_masa	mendapatkan	masa	1
mendekapi_masa	mendekapi	masa	1
mendialogkan_masa	mendialogkan	masa	1
mendiskusikan_masa	mendiskusikan	masa	1
menduduki_masa	menduduki	masa	1
mene-gaskan_masa	mene-gaskan	masa	1
meneken_masa	meneken	masa	1
menelusuri_masa	menelusuri	masa	1
menemani_masa	menemani	masa	1
menempuh_masa	menempuh	masa	1
menemui_masa-masa	menemui	masa-masa	1
menemukan_masa	menemukan	masa	1
menemukan_masa-lah	menemukan	masa-lah	1
menen-tukan_masa	menen-tukan	masa	1
menerapkan_masa	menerapkan	masa	1
menerima_masa	menerima	masa	1
menerima_masa-masa	menerima	masa-masa	1
meng-alami_masa	meng-alami	masa	1
meng-gadaikan_masa	meng-gadaikan	masa	1
meng-gilas_masa	meng-gilas	masa	1
meng-hormati_masa-masa	meng-hormati	masa-masa	1
mengabaikan_masa-lah	mengabaikan	masa-lah	1
mengakomodasi_masa-lah	mengakomodasi	masa-lah	1
mengaku_masa	mengaku	masa	1
mengaku_masa-masa	mengaku	masa-masa	1
mengamanatkan_masa	mengamanatkan	masa	1
mengambil_masa	mengambil	masa	1
mengancurkan_masa	mengancurkan	masa	1
mengatasi_masa-lah-masalah	mengatasi	masa-lah-masalah	1
mengatur_masa	mengatur	masa	1
mengekspos_masa-lah	mengekspos	masa-lah	1
mengelola_masa	mengelola	masa	1
mengenang_masa-masa	mengenang	masa-masa	1
mengerahkan_masa	mengerahkan	masa	1
mengerti_masa	mengerti	masa	1
mengetahui_masa-masa	mengetahui	masa-masa	1
mengevaluasi_masa	mengevaluasi	masa	1
menggalang_masa	menggalang	masa	1
menggambarkan_masa	menggambarkan	masa	1
menghabisi_masa	menghabisi	masa	1
menghabiskan_masa-masa	menghabiskan	masa-masa	1
menghabiskan_masa-nya	menghabiskan	masa-nya	1
menghadapi_masa-masa	menghadapi	masa-masa	1
menghalangi_masa	menghalangi	masa	1
menghasilkan_masa	menghasilkan	masa	1
menghilangkan_masa	menghilangkan	masa	1
menghomati_masa	menghomati	masa	1
menghormati_masa	menghormati	masa	1
mengikuti_masa	mengikuti	masa	1
mengingatkan_masa	mengingatkan	masa	1
mengisahkan_masa-lah	mengisahkan	masa-lah	1
mengiyakan_masa	mengiyakan	masa	1
mengukir_masa	mengukir	masa	1
mengulang_masa	mengulang	masa	1
mengulangi_masa	mengulangi	masa	1
mengumpulkan_masa	mengumpulkan	masa	1
mengungkapkan_masa-lah-masalah	mengungkapkan	masa-lah-masalah	1
mengungkit_masa	mengungkit	masa	1
mengurangi_masa	mengurangi	masa	1
mengurus_masa-lah	mengurus	masa-lah	1
mengurusi_masa-lah	mengurusi	masa-lah	1
menik-mati_masa	menik-mati	masa	1
menimbulkan_masa-lah	menimbulkan	masa-lah	1
menindaklanjuti_masa-lah	menindaklanjuti	masa-lah	1
meninggalkan_masa	meninggalkan	masa	1
meniti_masa	meniti	masa	1
menjadi_masa-lahnya	menjadi	masa-lahnya	1
menjadi_masa-masa	menjadi	masa-masa	1
menjalani_masa-masa	menjalani	masa-masa	1
menjangkau_masa	menjangkau	masa	1
menjawab_masa	menjawab	masa	1
menjelang_masa-ma-sa	menjelang	masa-ma-sa	1
menjelang_masa-masa	menjelang	masa-masa	1
menjembatani_masa	menjembatani	masa	1
menjumpai_masa	menjumpai	masa	1
menumpuk_masa	menumpuk	masa	1
menunggangi_masa	menunggangi	masa	1
menunjang_masa	menunjang	masa	1
menunjukkan_masa	menunjukkan	masa	1
menuntaskan_masa	menuntaskan	masa	1
menurutku_masa	menurutku	masa	1
menurutnya_masa	menurutnya	masa	1
menyalah-gunakan_masa	menyalah-gunakan	masa	1
menyambung_masa	menyambung	masa	1
menyampaikan_masa	menyampaikan	masa	1
menyandarkan_masa	menyandarkan	masa	1
menyangka_masa	menyangka	masa	1
menyebut_masa	menyebut	masa	1
menyebut-nyebut_masa	menyebut-nyebut	masa	1
menyebutkan_masa	menyebutkan	masa	1
menyelami_masa	menyelami	masa	1
menyentuh_masa	menyentuh	masa	1
menyesalkan_masa	menyesalkan	masa	1
menyimpulkan_masa	menyimpulkan	masa	1
menyongsong_masa-masa	menyongsong	masa-masa	1
menyoroti_masa	menyoroti	masa	1
menyuarakan_masa	menyuarakan	masa	1
menyuarakan_masa-lah	menyuarakan	masa-lah	1
menyudahi_masa	menyudahi	masa	1
menyulitkan_masa	menyulitkan	masa	1
menyuramkan_masa	menyuramkan	masa	1
meracuni_masa	meracuni	masa	1
merajut_masa	merajut	masa	1
merampungkan_masa	merampungkan	masa	1
merampungkan_masa-lah	merampungkan	masa-lah	1
merangkai_masa	merangkai	masa	1
mereka_masa-masa	mereka	masa-masa	1
merekalah_masa	merekalah	masa	1
merencana-kan_masa	merencana-kan	masa	1
merencanakan_masa	merencanakan	masa	1
mereplay_masa	mereplay	masa	1
merepresentasikan_masa	merepresentasikan	masa	1
merindukan_masa-masa	merindukan	masa-masa	1
merintis_masa	merintis	masa	1
merokok_masa	merokok	masa	1
meru-pakan_masa	meru-pakan	masa	1
meru-sak_masa	meru-sak	masa	1
merubah_masa	merubah	masa	1
merugikan_masa	merugikan	masa	1
merupa-kan_masa	merupa-kan	masa	1
meskipun_masa	meskipun	masa	1
mestinya_masa	mestinya	masa	1
mewarnai_masa-masa	mewarnai	masa-masa	1
mikir_masa	mikir	masa	1
miliar_masa	miliar	masa	1
mindset_masa	mindset	masa	1
minimal_masa	minimal	masa	1
mmebuat_masa	mmebuat	masa	1
mobilisasi_masa	mobilisasi	masa	1
mobilitas_masa	mobilitas	masa	1
mobility_masa	mobility	masa	1
mode_masa	mode	masa	1
momen_masa	momen	masa	1
moral_masa	moral	masa	1
mpls_masa	mpls	masa	1
mula_masa	mula	masa	1
mundur_masa	mundur	masa	1
musim_masa	musim	masa	1
muslim_masa	muslim	masa	1
nada_masa	nada	masa	1
nanti_masa	nanti	masa	1
narkoba_masa	narkoba	masa	1
nasib_masa	nasib	masa	1
nelayan_masa	nelayan	masa	1
netralisir_masa	netralisir	masa	1
niiih_masa	niiih	masa	1
noh_masa	noh	masa	1
nostalgia_masa	nostalgia	masa	1
nostalgia_masa-masa	nostalgia	masa-masa	1
oknum_masa	oknum	masa	1
optimis_masa	optimis	masa	1
optimisme_masa	optimisme	masa	1
optimistis_masa	optimistis	masa	1
orang-orang_masa	orang-orang	masa	1
orangtua_masa	orangtua	masa	1
organisasi_masa	organisasi	masa	1
otomatis_masa	otomatis	masa	1
pa-da_masa-masa	pa-da	masa-masa	1
pacemaker_masa	pacemaker	masa	1
padi_masa	padi	masa	1
pakta_masa	pakta	masa	1
pangan_masa	pangan	masa	1
pari-wisata_masa	pari-wisata	masa	1
pariwisata_masa	pariwisata	masa	1
partai_masa	partai	masa	1
pasa_masa	pasa	masa	1
pasal_masa	pasal	masa	1
pasar_masa	pasar	masa	1
pasti_masa	pasti	masa	1
pe-manggul_masa	pe-manggul	masa	1
pe-rempuan-perempuan_masa	pe-rempuan-perempuan	masa	1
pedih_masa	pedih	masa	1
pegawai_masa	pegawai	masa	1
pekerjaan_masa	pekerjaan	masa	1
pelajar_masa	pelajar	masa	1
pelajaran-pelajaran_masa	pelajaran-pelajaran	masa	1
pelanggaran_masa	pelanggaran	masa	1
pelayanan_masa	pelayanan	masa	1
pem-batasan_masa	pem-batasan	masa	1
pemain_masa	pemain	masa	1
pemasaran_masa	pemasaran	masa	1
pembangungan_masa	pembangungan	masa	1
pembentukan_masa	pembentukan	masa	1
pemberitahuan_masa	pemberitahuan	masa	1
pemerintah_masa	pemerintah	masa	1
pemerintahan_masa	pemerintahan	masa	1
pemikir-pemikir_masa	pemikir-pemikir	masa	1
pemikiran_masa	pemikiran	masa	1
pemimpinan_masa	pemimpinan	masa	1
pemodelan_masa	pemodelan	masa	1
pemotongan_masa	pemotongan	masa	1
pemuda_masa	pemuda	masa	1
penanganan_masa-lah	penanganan	masa-lah	1
pendidikan_masa	pendidikan	masa	1
penelitian_masa	penelitian	masa	1
penerapan_masa	penerapan	masa	1
penetapan_masa	penetapan	masa	1
pengakhiran_masa	pengakhiran	masa	1
pengantin_masa	pengantin	masa	1
pengemban_masa	pengemban	masa	1
penggalangan_masa	penggalangan	masa	1
penghentian_masa	penghentian	masa	1
penghujung_masa	penghujung	masa	1
pengu-rangan_masa	pengu-rangan	masa	1
pengulangan_masa	pengulangan	masa	1
pengumpulan_masa	pengumpulan	masa	1
pengurus_masa	pengurus	masa	1
pengusaha_masa	pengusaha	masa	1
peningkatan_masa	peningkatan	masa	1
penjajah_masa	penjajah	masa	1
penjara_masa	penjara	masa	1
penyelesaian_masa-lah	penyelesaian	masa-lah	1
per-soalan_masa	per-soalan	masa	1
perekonomian_masa	perekonomian	masa	1
perencanaan_masa	perencanaan	masa	1
perhatian_masa	perhatian	masa	1
perhatikan_masa	perhatikan	masa	1
perhitungan_masa	perhitungan	masa	1
perjuangan_masa	perjuangan	masa	1
perkembangan_masa	perkembangan	masa	1
persaingan_masa	persaingan	masa	1
persen_masa-lah	persen	masa-lah	1
persoalan_masa	persoalan	masa	1
persoalan-persoalan_masa	persoalan-persoalan	masa	1
perspektif_masa	perspektif	masa	1
persyaratan_masa	persyaratan	masa	1
pertandingan_masa	pertandingan	masa	1
pertaruhan_masa	pertaruhan	masa	1
pertaruhkan_masa	pertaruhkan	masa	1
pertengahan_masa	pertengahan	masa	1
pertunjukan_masa	pertunjukan	masa	1
pesawat_masa	pesawat	masa	1
pesepakbola_masa	pesepakbola	masa	1
peta_masa	peta	masa	1
petualangan_masa	petualangan	masa	1
pidana_masa	pidana	masa	1
pilcarek_masa	pilcarek	masa	1
