ngram	w1	w2	w3	w4	w5	n
film_porno_dengan_latar_belakang	film	porno	dengan	latar	belakang	1
film_yang_dilatarbelakangi_cerita_eksil	film	yang	dilatarbelakangi	cerita	eksil	1
finansial_fintech_menjadi_tren_belakangan	finansial	fintech	menjadi	tren	belakangan	1
finis_dibelakang_rekan_satu_timnya	finis	dibelakang	rekan	satu	timnya	1
finis_hanya_detik_di_belakang	finis	hanya	detik	di	belakang	1
finis_teat_di_belakang_sang	finis	teat	di	belakang	sang	1
fintech_menjadi_tren_belakangan_ini	fintech	menjadi	tren	belakangan	ini	1
fisik_di_bagian_belakang_sebagai	fisik	di	bagian	belakang	sebagai	1
flare_di_bagian_belakang_sebagai	flare	di	bagian	belakang	sebagai	1
flash_baik_di_bagian_belakang	flash	baik	di	bagian	belakang	1
flash_kamera_belakang_dan_sebuah	flash	kamera	belakang	dan	sebuah	1
flashback_ke_belakang_bagaimana_besar	flashback	ke	belakang	bagaimana	besar	1
flores_baru_beberapa_tahun_belakang	flores	baru	beberapa	tahun	belakang	1
fondasi_rumah_bagian_belakang_mereka	fondasi	rumah	bagian	belakang	mereka	1
formasi_empat_bek_di_belakang	formasi	empat	bek	di	belakang	1
fosil_belakangan_ini_kian_berkurang	fosil	belakangan	ini	kian	berkurang	1
foto_dengan_latar_belakang_bunga	foto	dengan	latar	belakang	bunga	1
foto_liburannya_yang_berlatar_belakang	foto	liburannya	yang	berlatar	belakang	1
fotonya_yang_diletakkan_di_belakang	fotonya	yang	diletakkan	di	belakang	1
fotonya_yang_dipeluk_dari_belakang	fotonya	yang	dipeluk	dari	belakang	1
fraksi_yang_belakangan_semua_menerima-nya	fraksi	yang	belakangan	semua	menerima-nya	1
framework_dan_belakangan_karena_alasan	framework	dan	belakangan	karena	alasan	1
fulan_yang_melatarbelakangi_mengapa_si	fulan	yang	melatarbelakangi	mengapa	si	1
fungsi_dan_kerja_belakangan_cenderung	fungsi	dan	kerja	belakangan	cenderung	1
gadis_yang_mengalami_keterbelakangan_mental	gadis	yang	mengalami	keterbelakangan	mental	1
gadis-gadis_lain_dengan_latar_belakang	gadis-gadis	lain	dengan	latar	belakang	1
gaffer_yang_dua_tahun_belakangan	gaffer	yang	dua	tahun	belakangan	1
gamba-ran_tentang_latar_belakang_proses	gamba-ran	tentang	latar	belakang	proses	1
gambar_dengan_latar_belakang_tanaman	gambar	dengan	latar	belakang	tanaman	1
gambar_lain_di_belakang_di	gambar	lain	di	belakang	di	1
gambar_render_yang_belakangan_beredar	gambar	render	yang	belakangan	beredar	1
gambar_yang_berlatar_belakang_planet	gambar	yang	berlatar	belakang	planet	1
gamblang_dari_raut_wajahnya_belakangan	gamblang	dari	raut	wajahnya	belakangan	1
game_kedua_dilatarbelakangi_perubahan_ritme	game	kedua	dilatarbelakangi	perubahan	ritme	1
ganda_campuran_dilatarbelakangi_keleluasaan_program	ganda	campuran	dilatarbelakangi	keleluasaan	program	1
gangguan_kamtibmas_belakang_ini_polisi	gangguan	kamtibmas	belakang	ini	polisi	1
garis_belakang_harus_berkejaran_dengan	garis	belakang	harus	berkejaran	dengan	1
garis_belakang_kerap_luput_dari	garis	belakang	kerap	luput	dari	1
garis_belakang_sebagai_penjamin_keberadaan	garis	belakang	sebagai	penjamin	keberadaan	1
garis_luar_dan_bagian_belakang	garis	luar	dan	bagian	belakang	1
gas_belakangan_ini_pembelian_listrik	gas	belakangan	ini	pembelian	listrik	1
gas_elpiji_tiga_kilogram_belakangan	gas	elpiji	tiga	kilogram	belakangan	1
gas_melon_belakangan_ini_karena	gas	melon	belakangan	ini	karena	1
gas_tabung_melon_belakangan_ini	gas	tabung	melon	belakangan	ini	1
gawang_akibat_kesalahan_pemain_belakang	gawang	akibat	kesalahan	pemain	belakang	1
gawang_kiper_pemain_belakang_pemain	gawang	kiper	pemain	belakang	pemain	1
gelap_yang_belakangan_kian_ma-rak	gelap	yang	belakangan	kian	ma-rak	1
gembala_berada_di_depan_belakang	gembala	berada	di	depan	belakang	1
gemuruh_dari_belakang_rumah_mereka	gemuruh	dari	belakang	rumah	mereka	1
gemuruh_pohon_ambruk_di_belakang	gemuruh	pohon	ambruk	di	belakang	1
gender_latar_belakang_profesi_maupun	gender	latar	belakang	profesi	maupun	1
genital_dari_depan_ke_belakang	genital	dari	depan	ke	belakang	1
genteng_di_bagian_belakang_rumahnya	genteng	di	bagian	belakang	rumahnya	1
geologi_dalam_mempelajari_latar_belakang	geologi	dalam	mempelajari	latar	belakang	1
geraham_belakang_itu_akan_membentuk	geraham	belakang	itu	akan	membentuk	1
gerak-gerik_istrinya_selama_setahun_belakangan	gerak-gerik	istrinya	selama	setahun	belakangan	1
gerakan_kritis_dan_kritik_belakangan	gerakan	kritis	dan	kritik	belakangan	1
gerakan_tanam_po-hon_belakangan_mulai	gerakan	tanam	po-hon	belakangan	mulai	1
gerakan_teror_dan_konflik_dilatarbelakangi	gerakan	teror	dan	konflik	dilatarbelakangi	1
gerbong_belakang_ketika_kereta_mendekati	gerbong	belakang	ketika	kereta	mendekati	1
gerbong_di_belakang_kami_keluar	gerbong	di	belakang	kami	keluar	1
gerbong_kedua_dari_belakang_yang	gerbong	kedua	dari	belakang	yang	1
gereja_jemaat_berlarian_ke_belakang	gereja	jemaat	berlarian	ke	belakang	1
gigi_bagian_belakang_merupakan_yang	gigi	bagian	belakang	merupakan	yang	1
gigi_mengungkapkan_gigi_bagian_belakang	gigi	mengungkapkan	gigi	bagian	belakang	1
gigitannya_kepada_pemain_belakang_tim	gigitannya	kepada	pemain	belakang	tim	1
gimbal_di_belakang_kepala_ada	gimbal	di	belakang	kepala	ada	1
gir_belakang_bisa_pakai_varian	gir	belakang	bisa	pakai	varian	1
gir_belakang_sebaiknya_juga_diganti	gir	belakang	sebaiknya	juga	diganti	1
global_sebagai_latar_belakang_pelaksanaan	global	sebagai	latar	belakang	pelaksanaan	1
gol_ketiga_pemain_belakang_asal	gol	ketiga	pemain	belakang	asal	1
gol_lini_belakang_pun_masih	gol	lini	belakang	pun	masih	1
golkar_yang_belakangan_ini_terkesan	golkar	yang	belakangan	ini	terkesan	1
got_yang_mampat_di_belakang	got	yang	mampat	di	belakang	1
grip_pada_roda_belakang_tapi	grip	pada	roda	belakang	tapi	1
gudang_bagian_belakang_bangunan_tersebut	gudang	bagian	belakang	bangunan	tersebut	1
guna_mendalami_latar_belakang_kematian	guna	mendalami	latar	belakang	kematian	1
guru_dengan_latar_belakang_yang	guru	dengan	latar	belakang	yang	1
guru_juga_harus_berlatar_belakang	guru	juga	harus	berlatar	belakang	1
guru_yang_berlatar_belakang_pendidikan	guru	yang	berlatar	belakang	pendidikan	1
hadir_dari_beragam_latar_belakang	hadir	dari	beragam	latar	belakang	1
hadir_namun_belakangan_ketika_dikonfirmasi	hadir	namun	belakangan	ketika	dikonfirmasi	1
hadiri_belakangan_ini_serta_demonstrasi	hadiri	belakangan	ini	serta	demonstrasi	1
haji_belakangan_ini_bisa_dijadikan	haji	belakangan	ini	bisa	dijadikan	1
hak_kebebasan_berpendapat_yang_dilatarbelakangi	hak	kebebasan	berpendapat	yang	dilatarbelakangi	1
hakim_bisa_mempertimbangkan_latar_belakang	hakim	bisa	mempertimbangkan	latar	belakang	1
hal_ini_terulang_dengan_dilatarbelakangi	hal	ini	terulang	dengan	dilatarbelakangi	1
hal_itu_sangat_bertolak_belakang	hal	itu	sangat	bertolak	belakang	1
hal_itu_yang_melatarbelakangi_apa	hal	itu	yang	melatarbelakangi	apa	1
hal_positif_ini_belakangan_tidak	hal	positif	ini	belakangan	tidak	1
hal_tersebut_ber-tolak_belakang_dengan	hal	tersebut	ber-tolak	belakang	dengan	1
hal_tersebut_bertolak_belakang_dengan	hal	tersebut	bertolak	belakang	dengan	1
hal_tersebut_dilatarbelakangi_beberapa_faktor	hal	tersebut	dilatarbelakangi	beberapa	faktor	1
hal_tersebut_sangat_bertolak_belakang	hal	tersebut	sangat	bertolak	belakang	1
hal_yang_biasa_melatarbelakangi_seorang	hal	yang	biasa	melatarbelakangi	seorang	1
hal_yang_melatarbelakangi_keluarnya_keputusan	hal	yang	melatarbelakangi	keluarnya	keputusan	1
hal-hal_yang_bertolak_belakang_dengan	hal-hal	yang	bertolak	belakang	dengan	1
halal_dan_thayib_belakangan_sering	halal	dan	thayib	belakangan	sering	1
halaman_belakang_bahkan_banyak_orang	halaman	belakang	bahkan	banyak	orang	1
halaman_belakang_buku_pelajaran_sekolah	halaman	belakang	buku	pelajaran	sekolah	1
halaman_belakang_ini_dikenal_dengan	halaman	belakang	ini	dikenal	dengan	1
halaman_belakang_kantor_bupati_daerah	halaman	belakang	kantor	bupati	daerah	1
halaman_belakang_kantor_gubernur_kata	halaman	belakang	kantor	gubernur	kata	1
halaman_belakang_kantor_pemkab_disaksikan	halaman	belakang	kantor	pemkab	disaksikan	1
halaman_belakang_rumah_dengan_begitu	halaman	belakang	rumah	dengan	begitu	1
halaman_belakang_rumahnya_kata_pengadilan	halaman	belakang	rumahnya	kata	pengadilan	1
halaman_belakang_sebuah_rumah_di	halaman	belakang	sebuah	rumah	di	1
halaman_depan_atau_belakang_untuk	halaman	depan	atau	belakang	untuk	1
halaman_depan_dan_belakang_gedung	halaman	depan	dan	belakang	gedung	1
halaman_depan_dan_belakang_keraton	halaman	depan	dan	belakang	keraton	1
halaman_tersebut_belakangan_sudah_dimuat	halaman	tersebut	belakangan	sudah	dimuat	1
hambatan_belakangan_ini_memimpin_dari	hambatan	belakangan	ini	memimpin	dari	1
hampir_dua_pekan_belakangan_muncul	hampir	dua	pekan	belakangan	muncul	1
hangat_belakangan_ialah_adanya_kader	hangat	belakangan	ialah	adanya	kader	1
hantaman_benda_keras_di_belakang	hantaman	benda	keras	di	belakang	1
hanya_bagian_belakang_bangunan_yang	hanya	bagian	belakang	bangunan	yang	1
hanya_bekerja_di_belakang_meja	hanya	bekerja	di	belakang	meja	1
hanya_berkisar_latar_belakang_profesi	hanya	berkisar	latar	belakang	profesi	1
hanya_berlatar_belakang_politik_atau	hanya	berlatar	belakang	politik	atau	1
hanya_bicara_dibelakang_semua_juga	hanya	bicara	dibelakang	semua	juga	1
hanya_daerah_terbelakang_yang_dinilai	hanya	daerah	terbelakang	yang	dinilai	1
hanya_diikat_ke_belakang_sekarang	hanya	diikat	ke	belakang	sekarang	1
hanya_dilatarbelakangi_teror_bom_dan	hanya	dilatarbelakangi	teror	bom	dan	1
hanya_dipasang_di_bagian_belakang	hanya	dipasang	di	bagian	belakang	1
hanya_duduk_di_belakang_meja	hanya	duduk	di	belakang	meja	1
hanya_ikut_di_belakang_mobil	hanya	ikut	di	belakang	mobil	1
hanya_itu_bagian_belakang_rahang	hanya	itu	bagian	belakang	rahang	1
hanya_karena_latar_belakang_politik	hanya	karena	latar	belakang	politik	1
hanya_karena_nama_belakang_celaka	hanya	karena	nama	belakang	celaka	1
hanya_melihat_latar_belakang_politik	hanya	melihat	latar	belakang	politik	1
hanya_menampilkan_bagian_belakangnya_namun	hanya	menampilkan	bagian	belakangnya	namun	1
hanya_mengandalkan_rem_belakang_saja	hanya	mengandalkan	rem	belakang	saja	1
hanya_mengetahui_sepekan_ke_belakang	hanya	mengetahui	sepekan	ke	belakang	1
hanya_menggunakan_satu_kamera_belakang	hanya	menggunakan	satu	kamera	belakang	1
hanya_menimpa_sebagain_tembok_belakang	hanya	menimpa	sebagain	tembok	belakang	1
hanya_menjadi_fokus_pemain_belakang	hanya	menjadi	fokus	pemain	belakang	1
hanya_menjangkau_daerah_terbelakang_diperkirakan	hanya	menjangkau	daerah	terbelakang	diperkirakan	1
hanya_selemparan_batu_di_belakang	hanya	selemparan	batu	di	belakang	1
hanya_tenaga-tena-ga_yang_berlatar_belakang	hanya	tenaga-tena-ga	yang	berlatar	belakang	1
hanya_terbelakang_dan_jauh_dari	hanya	terbelakang	dan	jauh	dari	1
hanya_terjadi_di_lini_belakang	hanya	terjadi	di	lini	belakang	1
hanya_tertinggal_detik_di_belakang	hanya	tertinggal	detik	di	belakang	1
hanya_tiket_belakang_gawang_utara	hanya	tiket	belakang	gawang	utara	1
hanya_untuk_bagian_depan_belakang	hanya	untuk	bagian	depan	belakang	1
hanyalah_bagian_belakang_rumah_yang	hanyalah	bagian	belakang	rumah	yang	1
harap_lini_belakang_tak_lengah	harap	lini	belakang	tak	lengah	1
harga_daging_belakangan_ini_karena	harga	daging	belakangan	ini	karena	1
harga_gas_tabung_melon_belakangan	harga	gas	tabung	melon	belakangan	1
harga_minyak_dunia_belakangan_ini	harga	minyak	dunia	belakangan	ini	1
harga_minyak_dunia_yang_belakangan	harga	minyak	dunia	yang	belakangan	1
harga_pangan_terutama_beras_belakangan	harga	pangan	terutama	beras	belakangan	1
harga_property_belakangan_ini_yang	harga	property	belakangan	ini	yang	1
harga_rica_belakangan_ini_memang	harga	rica	belakangan	ini	memang	1
harga_tiket_untuk_tribun_belakang	harga	tiket	untuk	tribun	belakang	1
hari_belakangan_bahwa_ia_tengah	hari	belakangan	bahwa	ia	tengah	1
hari_belakangan_dan_menyeru_pihak	hari	belakangan	dan	menyeru	pihak	1
hari_belakangan_di_pusat_kota	hari	belakangan	di	pusat	kota	1
hari_belakangan_dinamika_politik_negeri	hari	belakangan	dinamika	politik	negeri	1
hari_belakangan_ini_di_bagian	hari	belakangan	ini	di	bagian	1
hari_belakangan_ini_gubernur_intens	hari	belakangan	ini	gubernur	intens	1
hari_belakangan_ini_media_massa	hari	belakangan	ini	media	massa	1
hari_belakangan_ini_membuat_air	hari	belakangan	ini	membuat	air	1
hari_belakangan_ini_menutup_warungnya	hari	belakangan	ini	menutup	warungnya	1
hari_belakangan_ini_menyebabkan_sejumlah	hari	belakangan	ini	menyebabkan	sejumlah	1
hari_belakangan_ini_puluhan_nelayan	hari	belakangan	ini	puluhan	nelayan	1
hari_belakangan_ini_stok_minyak	hari	belakangan	ini	stok	minyak	1
hari_belakangan_ini_yang_menambah	hari	belakangan	ini	yang	menambah	1
hari_belakangan_ke_masjid_di	hari	belakangan	ke	masjid	di	1
hari_belakangan_mengeluarkan_seruan_kepada	hari	belakangan	mengeluarkan	seruan	kepada	1
hari_belakangan_menjelang_digelarnya_pemilih-an	hari	belakangan	menjelang	digelarnya	pemilih-an	1
hari_belakangan_rumah_sakit_itu	hari	belakangan	rumah	sakit	itu	1
hari_belakangan_sebagai_persiapan_serangan	hari	belakangan	sebagai	persiapan	serangan	1
hari_belakangan_telah_mengubah_kondisi	hari	belakangan	telah	mengubah	kondisi	1
hari_di_halaman_belakang_kantor	hari	di	halaman	belakang	kantor	1
hari-hari_belakangan_ini_dan_massa	hari-hari	belakangan	ini	dan	massa	1
harus_berjuang_dari_belakang_imbuhnya	harus	berjuang	dari	belakang	imbuhnya	1
harus_berlatar_belakang_pen-didikan_minimal	harus	berlatar	belakang	pen-didikan	minimal	1
harus_berlatar_belakang_pendidikan_tari	harus	berlatar	belakang	pendidikan	tari	1
harus_dari_depan_ke_belakang	harus	dari	depan	ke	belakang	1
harus_dilihat_siapa_di_belakang	harus	dilihat	siapa	di	belakang	1
harus_diselesaikan_di_lini_belakang	harus	diselesaikan	di	lini	belakang	1
harus_khawatir_mengenai_latar_belakangnya	harus	khawatir	mengenai	latar	belakangnya	1
harus_masuk_dari_pintu_belakang	harus	masuk	dari	pintu	belakang	1
harus_melihat_latar_belakang_dari	harus	melihat	latar	belakang	dari	1
harus_membayar_untuk_pemeriksaan_latar-belakang	harus	membayar	untuk	pemeriksaan	latar-belakang	1
harus_meme-nuhi_kriteria_latar_belakang	harus	meme-nuhi	kriteria	latar	belakang	1
harus_memperbaiki_sektor_belakang_yang	harus	memperbaiki	sektor	belakang	yang	1
harus_memperha-tikan_lata_belakang_sosiologis	harus	memperha-tikan	lata	belakang	sosiologis	1
harus_memutar_lewat_pintu_belakang	harus	memutar	lewat	pintu	belakang	1
harus_mengalah_duduk_di_belakang	harus	mengalah	duduk	di	belakang	1
harus_menjadi_bedah_tulang_belakang	harus	menjadi	bedah	tulang	belakang	1
harus_puas_berada_di_belakang	harus	puas	berada	di	belakang	1
harus_rela_berada_di_belakang	harus	rela	berada	di	belakang	1
harus_selalu_di_belakang_atlet	harus	selalu	di	belakang	atlet	1
harus_sesuai_latar_belakang_pendidikannya	harus	sesuai	latar	belakang	pendidikannya	1
harus_start_dari_belakang_di	harus	start	dari	belakang	di	1
harus_terus_dilakukan_sebab_belakangan	harus	terus	dilakukan	sebab	belakangan	1
harus_turun_jauh_ke_belakang	harus	turun	jauh	ke	belakang	1
harusnya_bertugas_di_barisan_belakang	harusnya	bertugas	di	barisan	belakang	1
harusnya_disesuaikan_dengan_latar_belakang	harusnya	disesuaikan	dengan	latar	belakang	1
hasil_panen_dilatarbelakangi_rasa_simpati	hasil	panen	dilatarbelakangi	rasa	simpati	1
hendak_mencari_tahu_mengapa_belakangan	hendak	mencari	tahu	mengapa	belakangan	1
hendak_menoleh_ke_belakang_tiba-tiba	hendak	menoleh	ke	belakang	tiba-tiba	1
hendaklah_kita_melihat_ke_belakang	hendaklah	kita	melihat	ke	belakang	1
hendaknya_dibicarakan_belakangan_saja_sebab	hendaknya	dibicarakan	belakangan	saja	sebab	1
hengkang_tempat_berjualan_di_belakang	hengkang	tempat	berjualan	di	belakang	1
heran_belakangan_santer_terdengar_isu	heran	belakangan	santer	terdengar	isu	1
heran_kalau_belakangan_berkembang_kabar	heran	kalau	belakangan	berkembang	kabar	1
heterogen_sehingga_nilai_latar_belakang	heterogen	sehingga	nilai	latar	belakang	1
hewan_tersebut_sebagai_latar_belakangnya	hewan	tersebut	sebagai	latar	belakangnya	1
hidup_dengan_latarbelakang_ekonomi_menengah	hidup	dengan	latarbelakang	ekonomi	menengah	1
hijab_beberapa_bulan_belakangan_ini	hijab	beberapa	bulan	belakangan	ini	1
hijab_dalam_waktu_belakangan_sebagai	hijab	dalam	waktu	belakangan	sebagai	1
hilang_di_parkiran_di_belakang	hilang	di	parkiran	di	belakang	1
hingga_bagian_di_belakang_kuping	hingga	bagian	di	belakang	kuping	1
hingga_beberapa_meter_di_belakang	hingga	beberapa	meter	di	belakang	1
hingga_belakang_mereka_telusuri_sambil	hingga	belakang	mereka	telusuri	sambil	1
hingga_belakangan_menimbulkan_gejolak_di	hingga	belakangan	menimbulkan	gejolak	di	1
hingga_empat_tahun_ke_belakang	hingga	empat	tahun	ke	belakang	1
hingga_ke_belakang_rumah_warga	hingga	ke	belakang	rumah	warga	1
hingga_menjadi_latar_belakang_berbagai	hingga	menjadi	latar	belakang	berbagai	1
hingga_mm_di_kabin_belakang	hingga	mm	di	kabin	belakang	1
hingga_perlengkapan_belakang_pang-gung_otomatis	hingga	perlengkapan	belakang	pang-gung	otomatis	1
hingga_persen_untuk_rem_belakang	hingga	persen	untuk	rem	belakang	1
hingga_pintu_belakang_yang_bersebelahan	hingga	pintu	belakang	yang	bersebelahan	1
hingga_saat_ini_berlatar_belakang	hingga	saat	ini	berlatar	belakang	1
hingga_tekanan_darahnya_belakangan_yang	hingga	tekanan	darahnya	belakangan	yang	1
hingga_tim_produksi_di_belakangnya	hingga	tim	produksi	di	belakangnya	1
hitam_di_bagian_belakang_bebernya	hitam	di	bagian	belakang	bebernya	1
hitam_karena_latar_belakang_asal	hitam	karena	latar	belakang	asal	1
hitam_yang_diletakkannya_di_belakang	hitam	yang	diletakkannya	di	belakang	1
hobi_meng-gunting-gunting_kertas_lan-tas_belakangan	hobi	meng-gunting-gunting	kertas	lan-tas	belakangan	1
hobi_menggambarnya_di_halaman_belakang	hobi	menggambarnya	di	halaman	belakang	1
hobi_yang_sangat_bertolak_belakang	hobi	yang	sangat	bertolak	belakang	1
hotel_belakang_rumah_sawah_pantai	hotel	belakang	rumah	sawah	pantai	1
hotel_juga_berbeda_latar_belakangnya	hotel	juga	berbeda	latar	belakangnya	1
hu-jan_yang_turun_belakangan_ini	hu-jan	yang	turun	belakangan	ini	1
hubungannya_dengan_latar_belakang_maupun	hubungannya	dengan	latar	belakang	maupun	1
hujan_beberapa_hari_belakangan_telah	hujan	beberapa	hari	belakangan	telah	1
hujan_belakangan_ini_jumlah_pasien	hujan	belakangan	ini	jumlah	pasien	1
hujan_belakangan_ini_mengakibatkan_lonsor	hujan	belakangan	ini	mengakibatkan	lonsor	1
hujan_belakangan_ini_setidaknya_menguntungkan	hujan	belakangan	ini	setidaknya	menguntungkan	1
hujan_dalam_jam_belakangan_kata	hujan	dalam	jam	belakangan	kata	1
hujan_deras_beberapa_hari_belakangan	hujan	deras	beberapa	hari	belakangan	1
hujan_di_wila-yahnya_belakangan_ini	hujan	di	wila-yahnya	belakangan	ini	1
hujan_disertai_angin_kencang_belakangan	hujan	disertai	angin	kencang	belakangan	1
hujan_sebab_diketahui_belakangan_ini	hujan	sebab	diketahui	belakangan	ini	1
hujan_yang_meningkat_belakangan_ini	hujan	yang	meningkat	belakangan	ini	1
hujan_yang_tinggi_belakangan_ini	hujan	yang	tinggi	belakangan	ini	1
hujatan_yang_belakangan_tampak_marak	hujatan	yang	belakangan	tampak	marak	1
hukum_belakangan_ini_sedang_gencar-gencarnya	hukum	belakangan	ini	sedang	gencar-gencarnya	1
hukum_juga_menindaklanjuti_latar_belakang	hukum	juga	menindaklanjuti	latar	belakang	1
hukum_yang_berada_di_belakang	hukum	yang	berada	di	belakang	1
huruf_besar_di_bagian_belakang	huruf	besar	di	bagian	belakang	1
huruf_di_depan_dan_belakang	huruf	di	depan	dan	belakang	1
hutan_baru_di_belakang_masjid	hutan	baru	di	belakang	masjid	1
hutan_yang_ada_di_belakang	hutan	yang	ada	di	belakang	1
i-road_menggunakan_ban_belakang_untuk	i-road	menggunakan	ban	belakang	untuk	1
ia_berbalik_mundur_ke_belakang	ia	berbalik	mundur	ke	belakang	1
ia_berpose_sambil_membelakangi_kamera	ia	berpose	sambil	membelakangi	kamera	1
ia_cukup_membantu_dari_belakang	ia	cukup	membantu	dari	belakang	1
ia_kelola_di_belakang_masjid	ia	kelola	di	belakang	masjid	1
ia_menoleh_ke_belakang_masya	ia	menoleh	ke	belakang	masya	1
ia_tak_me-nepis_kalau_belakangan	ia	tak	me-nepis	kalau	belakangan	1
ialah_karena_di_belakang_rumah	ialah	karena	di	belakang	rumah	1
ialah_pintu_bagian_belakang_yang	ialah	pintu	bagian	belakang	yang	1
ibu_itu_dari_arah_belakang	ibu	itu	dari	arah	belakang	1
ibu_yang_memiliki_latar_belakang	ibu	yang	memiliki	latar	belakang	1
ideal_karena_seluruh_wilayah_membelakangi	ideal	karena	seluruh	wilayah	membelakangi	1
identik_dengan_ke-miskinan_keterbelakangan_dan	identik	dengan	ke-miskinan	keterbelakangan	dan	1
iga_belakang_dan_dirawat_di	iga	belakang	dan	dirawat	di	1
iga_ketiga_belakang_teraba_patah	iga	ketiga	belakang	teraba	patah	1
iklim_bisnis_transportasi_darat_belakangan	iklim	bisnis	transportasi	darat	belakangan	1
iko_deng_motor_dari_belakang	iko	deng	motor	dari	belakang	1
ikon_yang_memiliki_latar_belakang	ikon	yang	memiliki	latar	belakang	1
ikut_antre_di_belakang_peserta	ikut	antre	di	belakang	peserta	1
ikut_bus_di_belakangnya_jelasnya	ikut	bus	di	belakangnya	jelasnya	1
ikut_di_belakang_mobil_tim	ikut	di	belakang	mobil	tim	1
ikuti_belakangan_ini_menunjukkan_bahwa	ikuti	belakangan	ini	menunjukkan	bahwa	1
ilimiah_hendaknya_dibicarakan_belakangan_saja	ilimiah	hendaknya	dibicarakan	belakangan	saja	1
imigran_dengan_latar_belakang_budaya	imigran	dengan	latar	belakang	budaya	1
importir_karena_mengajukan_surat_belakangan	importir	karena	mengajukan	surat	belakangan	1
inci_1080p_kamera_belakang_13MP	inci	1080p	kamera	belakang	13MP	1
inci_itu_dilengkapi_kamera_belakang	inci	itu	dilengkapi	kamera	belakang	1
inci_tersebut_dilengkapi_kamera_belakang	inci	tersebut	dilengkapi	kamera	belakang	1
independen_dengan_latar_belakang_biro-krat	independen	dengan	latar	belakang	biro-krat	1
independen_karena_latar_belakang_pendidikan	independen	karena	latar	belakang	pendidikan	1
indikasi_latarbelakang_terjadinya_kondisi_yang	indikasi	latarbelakang	terjadinya	kondisi	yang	1
industri_bisa_disesuaikan_latar_belakangnya	industri	bisa	disesuaikan	latar	belakangnya	1
industri_pers_beberapa_waktu_belakangan	industri	pers	beberapa	waktu	belakangan	1
infokom_manajemen_perpustakaan_tersebut_belakangan	infokom	manajemen	perpustakaan	tersebut	belakangan	1
informasi_apa_latar_belakang_peledakan	informasi	apa	latar	belakang	peledakan	1
informasi_mengenai_latar_belakang_medis	informasi	mengenai	latar	belakang	medis	1
informasi_sebelum_jatuh_roda_belakang	informasi	sebelum	jatuh	roda	belakang	1
informasih_belakangan_parpol_gurem_yang	informasih	belakangan	parpol	gurem	yang	1
infrastruktur_yang_sering_terjadi_belakangan	infrastruktur	yang	sering	terjadi	belakangan	1
ing_kadonyaan_sudah_membelakangi_kehidupan	ing	kadonyaan	sudah	membelakangi	kehidupan	1
ingin_berangkat_belakangan_ya_silakan	ingin	berangkat	belakangan	ya	silakan	1
ingin_film_dengan_latar_belakang	ingin	film	dengan	latar	belakang	1
ingin_memotret_diri_berlatar_belakang	ingin	memotret	diri	berlatar	belakang	1
ini_adalah_latar_belakang_sosial	ini	adalah	latar	belakang	sosial	1
ini_akan_bertolak_belakang_dengan	ini	akan	bertolak	belakang	dengan	1
ini_beberapa_tahun_kebelakang_membangun	ini	beberapa	tahun	kebelakang	membangun	1
ini_belakangan_banyak_dibicarakan_orang	ini	belakangan	banyak	dibicarakan	orang	1
ini_belakangan_justru_kelihatan_makin	ini	belakangan	justru	kelihatan	makin	1
ini_belakangan_justru_kembali_dibelokkan	ini	belakangan	justru	kembali	dibelokkan	1
ini_belakangan_kian_sering_tampil	ini	belakangan	kian	sering	tampil	1
ini_belakangan_memicu_ketidakharmonisan_oknum	ini	belakangan	memicu	ketidakharmonisan	oknum	1
ini_belakangan_menjauhi_industri_film	ini	belakangan	menjauhi	industri	film	1
ini_belakangan_semakin_menarik_perhatian	ini	belakangan	semakin	menarik	perhatian	1
ini_belakangan_ternyata_bereinkarnasi_lagi	ini	belakangan	ternyata	bereinkarnasi	lagi	1
ini_belakangan_tidak_lagi_dijumpai	ini	belakangan	tidak	lagi	dijumpai	1
ini_berasal_dari_latar_belakang	ini	berasal	dari	latar	belakang	1
ini_bercerita_tentang_latar_belakang	ini	bercerita	tentang	latar	belakang	1
ini_berlatar_belakang_energi_bukan	ini	berlatar	belakang	energi	bukan	1
ini_berlatar_belakang_era_tahun	ini	berlatar	belakang	era	tahun	1
ini_berlatar_belakang_hutan_tropis	ini	berlatar	belakang	hutan	tropis	1
ini_bertolak_belakang_de-ngan_pemikiran	ini	bertolak	belakang	de-ngan	pemikiran	1
ini_bertolak_belakang_dengan_apa	ini	bertolak	belakang	dengan	apa	1
ini_bertolak_belakang_dengan_ke-yakinan	ini	bertolak	belakang	dengan	ke-yakinan	1
ini_bertolak_belakang_dengan_para	ini	bertolak	belakang	dengan	para	1
ini_bertolak_belakang_dengan_pendapat	ini	bertolak	belakang	dengan	pendapat	1
ini_bertolak_belakang_dengan_pengakuan	ini	bertolak	belakang	dengan	pengakuan	1
ini_bertolak_belakang_dengan_pernyataan	ini	bertolak	belakang	dengan	pernyataan	1
ini_bertolak_belakang_dengan_pidatonya	ini	bertolak	belakang	dengan	pidatonya	1
ini_bertolak_belakang_dengan_umat	ini	bertolak	belakang	dengan	umat	1
ini_berupa_tulisan_namun_belakangan	ini	berupa	tulisan	namun	belakangan	1
ini_berusaha_bangkit_dari_keterbelakangan	ini	berusaha	bangkit	dari	keterbelakangan	1
