ngram	w1	w2	w3	w4	w5	n
kemajuan_zaman_terbiasa_minim_informasi	kemajuan	zaman	terbiasa	minim	informasi	1
kemajuan_zaman_terus_terjadi_dan	kemajuan	zaman	terus	terjadi	dan	1
kemanjuan_zaman_dan_tingginya_pendidikan	kemanjuan	zaman	dan	tingginya	pendidikan	1
kembali_ke_zaman_batu_untuk	kembali	ke	zaman	batu	untuk	1
kembali_ke_zaman_belum_mengenal	kembali	ke	zaman	belum	mengenal	1
kembali_ke_zaman_jahiliyah_harapnya	kembali	ke	zaman	jahiliyah	harapnya	1
kembali_ke_zaman_saya_dulu	kembali	ke	zaman	saya	dulu	1
kemudian_berkembang_seiring_tuntutan_zaman	kemudian	berkembang	seiring	tuntutan	zaman	1
kemudian_hari_dengan_tantangan_zaman	kemudian	hari	dengan	tantangan	zaman	1
kemudian_lompat_ke_zaman_modern	kemudian	lompat	ke	zaman	modern	1
kenakalan_anak_zaman_sekarang_berbeda	kenakalan	anak	zaman	sekarang	berbeda	1
keniscayaan_seiring_dengan_perkembangan_zaman	keniscayaan	seiring	dengan	perkembangan	zaman	1
kepada_zaman_kita_telah_merdeka	kepada	zaman	kita	telah	merdeka	1
ker-tas_zaman_dulu_atau_pun	ker-tas	zaman	dulu	atau	pun	1
kerajaan_ini_pada_zaman_dahulu	kerajaan	ini	pada	zaman	dahulu	1
kerajinan_kuningan_sejak_zaman_penjajahan	kerajinan	kuningan	sejak	zaman	penjajahan	1
keramik_zaman_kertas_dan_zaman	keramik	zaman	kertas	dan	zaman	1
keren_jadul_zaman_dulu_dan	keren	jadul	zaman	dulu	dan	1
kertas_dan_zaman_kaligrafi_itu	kertas	dan	zaman	kaligrafi	itu	1
kesan_bahwa_kita_keting-galan_zaman	kesan	bahwa	kita	keting-galan	zaman	1
kesenian_ini_hilang_ditelan_zaman	kesenian	ini	hilang	ditelan	zaman	1
ketika_zaman_dahulu_tidak_semua	ketika	zaman	dahulu	tidak	semua	1
ketika_zaman_sekolah_jika_kita	ketika	zaman	sekolah	jika	kita	1
ketinggalan_zaman_disulap_menjadi_sumber	ketinggalan	zaman	disulap	menjadi	sumber	1
kewanitaan_sejak_saya_zaman_nari-nari	kewanitaan	sejak	saya	zaman	nari-nari	1
khawatir_di_zaman_yang_serba	khawatir	di	zaman	yang	serba	1
khawatir_seiring_perkembangan_zaman_gamelan	khawatir	seiring	perkembangan	zaman	gamelan	1
khususnya_setelah_dikebiri_pada_zaman	khususnya	setelah	dikebiri	pada	zaman	1
kian_punah_seiring_perkembangan_zaman	kian	punah	seiring	perkembangan	zaman	1
kini_bahkan_hingga_akhir_zaman	kini	bahkan	hingga	akhir	zaman	1
kini_di_zaman_postmodern_pemimpin	kini	di	zaman	postmodern	pemimpin	1
kini_petani_kembali_ke_zaman	kini	petani	kembali	ke	zaman	1
kisah_kejahatan_terbesar_di_zaman	kisah	kejahatan	terbesar	di	zaman	1
kisah_pelacuran_di_zaman_kompeni	kisah	pelacuran	di	zaman	kompeni	1
kisah_zaman_perang_kemerdekaan_secara	kisah	zaman	perang	kemerdekaan	secara	1
kiswah_pada_zaman_dahulu_semasa	kiswah	pada	zaman	dahulu	semasa	1
kita_akan_kembali_ke_zaman	kita	akan	kembali	ke	zaman	1
kita_alami_di_zaman_penjajahan	kita	alami	di	zaman	penjajahan	1
kita_ber-ada_di_zaman_sekarang	kita	ber-ada	di	zaman	sekarang	1
kita_contohkan_ponsel_zaman_dulu	kita	contohkan	ponsel	zaman	dulu	1
kita_di_zaman_ini_masih	kita	di	zaman	ini	masih	1
kita_hidup_di_zaman_sekarang	kita	hidup	di	zaman	sekarang	1
kita_ingat_di_zaman_pemerintahan	kita	ingat	di	zaman	pemerintahan	1
kita_masuk_ke_zaman_yang	kita	masuk	ke	zaman	yang	1
kita_yang_hidup_di_zaman	kita	yang	hidup	di	zaman	1
klasik_sejak_zaman_dulu_yang	klasik	sejak	zaman	dulu	yang	1
klasik_yang_berasal_dari_zaman	klasik	yang	berasal	dari	zaman	1
klasik_yang_tidak_tergerus_zaman	klasik	yang	tidak	tergerus	zaman	1
komik_menyebutnya_zaman_generasi_pertama	komik	menyebutnya	zaman	generasi	pertama	1
kompetensi_karena_tantangan_zaman_semakin	kompetensi	karena	tantangan	zaman	semakin	1
konon_sudah_dibuat_sejak_zaman	konon	sudah	dibuat	sejak	zaman	1
konsekuensi_dari_perkemba-ngan_zaman_itu	konsekuensi	dari	perkemba-ngan	zaman	itu	1
konsep_tradisional_atau_zaman_dulu	konsep	tradisional	atau	zaman	dulu	1
konsep_yang_mengikuti_perkembangan_zaman	konsep	yang	mengikuti	perkembangan	zaman	1
konteksnya_berbeda_dengan_zaman_sekarang	konteksnya	berbeda	dengan	zaman	sekarang	1
kota_dan_situasi_pada_zaman	kota	dan	situasi	pada	zaman	1
kotak-kotak_dan_motif-motif_khas_zaman	kotak-kotak	dan	motif-motif	khas	zaman	1
kotor_tidak_keren_jadul_zaman	kotor	tidak	keren	jadul	zaman	1
kuat_dalam_menghadapi_perkembangan_zaman	kuat	dalam	menghadapi	perkembangan	zaman	1
kulitku_tidak_sebagus_zaman_dulu	kulitku	tidak	sebagus	zaman	dulu	1
kuno_dan_ketinggalan_zaman_disulap	kuno	dan	ketinggalan	zaman	disulap	1
kuno_dan_ketinggalan_zaman_ung-kap	kuno	dan	ketinggalan	zaman	ung-kap	1
kurang_dari_maksimal_di_zaman	kurang	dari	maksimal	di	zaman	1
kurban_sudah_ada_sejak_zaman	kurban	sudah	ada	sejak	zaman	1
kurikulum_sesuai_tuntutan_zaman_baik	kurikulum	sesuai	tuntutan	zaman	baik	1
lagi_di_zaman_canggih_yang	lagi	di	zaman	canggih	yang	1
lagi_seperti_zaman_sekolah_dulu	lagi	seperti	zaman	sekolah	dulu	1
lagi_sesuai_dengan_perkembangan_zaman	lagi	sesuai	dengan	perkembangan	zaman	1
lagu_dangdut_zaman_sekarang_karena	lagu	dangdut	zaman	sekarang	karena	1
lagu_galau_cinta_zaman_dulu	lagu	galau	cinta	zaman	dulu	1
lagu-lagu_pameran_benda-benda_zaman_dulu	lagu-lagu	pameran	benda-benda	zaman	dulu	1
lain_melakukan_kampanye_zaman_batu	lain	melakukan	kampanye	zaman	batu	1
lain_yang_berbeda_dengan_zaman	lain	yang	berbeda	dengan	zaman	1
lain_zaman_turun-temurun_dari_hingga	lain	zaman	turun-temurun	dari	hingga	1
lainnya_pada_zaman_itu_biasanya	lainnya	pada	zaman	itu	biasanya	1
laju_peradaban_zaman_yang_makin	laju	peradaban	zaman	yang	makin	1
lakon_yang_dianut_sejak_zaman	lakon	yang	dianut	sejak	zaman	1
lalu_nusantara_sebagai_zaman_klasik	lalu	nusantara	sebagai	zaman	klasik	1
lama_dan_riwayat_zaman_baru	lama	dan	riwayat	zaman	baru	1
lama_tenggelam_tertelan_huru-hara_zaman	lama	tenggelam	tertelan	huru-hara	zaman	1
lama-lama_bakal_punah_oleh_zaman	lama-lama	bakal	punah	oleh	zaman	1
lambang_itu_dikenal_sejak_zaman	lambang	itu	dikenal	sejak	zaman	1
lambat_kemajuan_zaman_terbiasa_minim	lambat	kemajuan	zaman	terbiasa	minim	1
langkah_maju_terkait_perkembangan_zaman	langkah	maju	terkait	perkembangan	zaman	1
lantas_dilanjutkan_oleh_zaman_kepemimpinan	lantas	dilanjutkan	oleh	zaman	kepemimpinan	1
layar_tancap_film_zaman_dulu	layar	tancap	film	zaman	dulu	1
lebih_baik_daripada_zaman_sekarang	lebih	baik	daripada	zaman	sekarang	1
lebih_cepat_dibandingkan_anak-anak_zaman	lebih	cepat	dibandingkan	anak-anak	zaman	1
lebih_cocok_dengan_kebutuhan_zaman	lebih	cocok	dengan	kebutuhan	zaman	1
lebih_nyaman_hidup_di_zaman	lebih	nyaman	hidup	di	zaman	1
legislatif_di_zaman_reformasi_ini	legislatif	di	zaman	reformasi	ini	1
lekang_oleh_zaman_adalah_kulot	lekang	oleh	zaman	adalah	kulot	1
lekang_termakan_zaman_dan_mampu	lekang	termakan	zaman	dan	mampu	1
lembaga_sensor_dengan_berkembangannya_zaman	lembaga	sensor	dengan	berkembangannya	zaman	1
lewat_helikopter_yang_mengingatkan_zaman	lewat	helikopter	yang	mengingatkan	zaman	1
limau_karena_ketika_zaman_dahulu	limau	karena	ketika	zaman	dahulu	1
lirik_percintaan_galau_pada_zaman	lirik	percintaan	galau	pada	zaman	1
logam_dan_uang_ker-tas_zaman	logam	dan	uang	ker-tas	zaman	1
lokalisasi_sejak_zaman_kolonial_itu	lokalisasi	sejak	zaman	kolonial	itu	1
lompat_ke_zaman_modern_karena	lompat	ke	zaman	modern	karena	1
luntur_oleh_perubahan_zaman_semoga	luntur	oleh	perubahan	zaman	semoga	1
luntur_termakan_perubahan_zaman_bahkan	luntur	termakan	perubahan	zaman	bahkan	1
madrasah-madrasah_lainnya_pada_zaman_itu	madrasah-madrasah	lainnya	pada	zaman	itu	1
mahal_harganya_apalagi_zaman_sekarang	mahal	harganya	apalagi	zaman	sekarang	1
maju_terkait_perkembangan_zaman_yang	maju	terkait	perkembangan	zaman	yang	1
makan_tapi_seiring_perubahan_zaman	makan	tapi	seiring	perubahan	zaman	1
makin_eksis_semenjak_datangnya_zaman	makin	eksis	semenjak	datangnya	zaman	1
maksimal_di_zaman_yang_serba	maksimal	di	zaman	yang	serba	1
mampu_beradaptasi_dengan_kemajuan_zaman	mampu	beradaptasi	dengan	kemajuan	zaman	1
mampu_memahami_zaman_baru_itu	mampu	memahami	zaman	baru	itu	1
mampu_memunculkan_fantasi_zaman_perjuangan	mampu	memunculkan	fantasi	zaman	perjuangan	1
mampu_menguasai_tuntutan_zaman_tuturnya	mampu	menguasai	tuntutan	zaman	tuturnya	1
mannequin_challenge_yang_dilakukan_zaman	mannequin	challenge	yang	dilakukan	zaman	1
manusia_di_akhir_zaman_adalah	manusia	di	akhir	zaman	adalah	1
manusia_hidup_di_zaman_keemasan	manusia	hidup	di	zaman	keemasan	1
manusia_saat_meninggal_pada_zaman	manusia	saat	meninggal	pada	zaman	1
manusia_yang_hidup_di_zaman	manusia	yang	hidup	di	zaman	1
manusia_zaman_kini_adalah_pewaris	manusia	zaman	kini	adalah	pewaris	1
masa_lalu_nusantara_sebagai_zaman	masa	lalu	nusantara	sebagai	zaman	1
masalah_seperti_zaman_orde_baru	masalah	seperti	zaman	orde	baru	1
masalah-masalah_dan_tuntutan-tuntutan_zaman_yang	masalah-masalah	dan	tuntutan-tuntutan	zaman	yang	1
masehi_zaman_perunggu_zaman_batu	masehi	zaman	perunggu	zaman	batu	1
masih_ada_orang_di_zaman	masih	ada	orang	di	zaman	1
masih_ada_ya_zaman_sekarang	masih	ada	ya	zaman	sekarang	1
masih_mengikuti_sistem_ordansi_zaman	masih	mengikuti	sistem	ordansi	zaman	1
masih_seperti_pada_zaman_batu	masih	seperti	pada	zaman	batu	1
masuk_ke_zaman_modern_meskipun	masuk	ke	zaman	modern	meskipun	1
masuk_ke_zaman_yang_modern	masuk	ke	zaman	yang	modern	1
masyarakat_di_zaman_dulu_tidak	masyarakat	di	zaman	dulu	tidak	1
masyarakat_pada_zaman_dulu_untuk	masyarakat	pada	zaman	dulu	untuk	1
masyarakat_sesuai_dengan_perkembangan_zaman	masyarakat	sesuai	dengan	perkembangan	zaman	1
masyarakat_zaman_dahulu_mengonsumsi_gaplek	masyarakat	zaman	dahulu	mengonsumsi	gaplek	1
masyarakat_zaman_sekarang_lebih_lama	masyarakat	zaman	sekarang	lebih	lama	1
maupun_zaman_yang_semakin_maju	maupun	zaman	yang	semakin	maju	1
me-nyikapi_perkembangan_zaman_yang_semakin	me-nyikapi	perkembangan	zaman	yang	semakin	1
me-rebak_di_zaman_orde_baru	me-rebak	di	zaman	orde	baru	1
medali_zaman_dulu_tak_terus	medali	zaman	dulu	tak	terus	1
media_terkemuka_di_sepanjang_zaman	media	terkemuka	di	sepanjang	zaman	1
melahirkan_inovasi-inovasi_yang_mengikuti_zaman	melahirkan	inovasi-inovasi	yang	mengikuti	zaman	1
melainkan_sudah_ada_sejak_zaman	melainkan	sudah	ada	sejak	zaman	1
melakukan_ini_karena_mengikuti_zaman	melakukan	ini	karena	mengikuti	zaman	1
melakukan_kampanye_zaman_batu_tersebut	melakukan	kampanye	zaman	batu	tersebut	1
melalui_festival-festival_orang_pada_zaman	melalui	festival-festival	orang	pada	zaman	1
melanjutkan_seiring_berkembangnya_zaman_tantangan	melanjutkan	seiring	berkembangnya	zaman	tantangan	1
melawan_perubahan_zaman_ini_dengan	melawan	perubahan	zaman	ini	dengan	1
melegenda_sejak_zaman_kerajaan_hingga	melegenda	sejak	zaman	kerajaan	hingga	1
melihat_foto-foto_zaman_dahulu_yang	melihat	foto-foto	zaman	dahulu	yang	1
melihat_perkembangan_zaman_yang_kian	melihat	perkembangan	zaman	yang	kian	1
memahami_di_zaman_modern_ini	memahami	di	zaman	modern	ini	1
memanfaatkan_atau_diam_tergusur_zaman	memanfaatkan	atau	diam	tergusur	zaman	1
memang_identik_dengan_kemajuan_zaman	memang	identik	dengan	kemajuan	zaman	1
memang_pernah_mengalami_zaman_keemasan	memang	pernah	mengalami	zaman	keemasan	1
memang_sudah_ada_sejak_zaman	memang	sudah	ada	sejak	zaman	1
membaca_laju_peradaban_zaman_yang	membaca	laju	peradaban	zaman	yang	1
membaca_perubahan_zaman_kariernya_akan	membaca	perubahan	zaman	kariernya	akan	1
membaca_tanda-tanda_zaman_dan_membuat	membaca	tanda-tanda	zaman	dan	membuat	1
membaca_tanda-tanda_zaman_dan_pesan	membaca	tanda-tanda	zaman	dan	pesan	1
membawakan_lagu_galau_cinta_zaman	membawakan	lagu	galau	cinta	zaman	1
membayangkan_dugem_zaman_doeloe_sama	membayangkan	dugem	zaman	doeloe	sama	1
membeli_izin_perusahaan_dari_zaman	membeli	izin	perusahaan	dari	zaman	1
memberatkan_ungkapnya_seraya_menyatakan_zaman	memberatkan	ungkapnya	seraya	menyatakan	zaman	1
memberi_contoh_masyarakat_zaman_dahulu	memberi	contoh	masyarakat	zaman	dahulu	1
membuat_masalah_seperti_zaman_orde	membuat	masalah	seperti	zaman	orde	1
membuat_tidak_enak_di_zaman	membuat	tidak	enak	di	zaman	1
membuk-tikan_bahwa_manusia_zaman_kini	membuk-tikan	bahwa	manusia	zaman	kini	1
memerangi_semua_penyakit_zaman_tersebut	memerangi	semua	penyakit	zaman	tersebut	1
memeriksa_konglomerat_berpengaruh_di_zaman	memeriksa	konglomerat	berpengaruh	di	zaman	1
meminjam_istilah_zaman_sekarang_aku	meminjam	istilah	zaman	sekarang	aku	1
mempertahankan_rumah_klasik_sejak_zaman	mempertahankan	rumah	klasik	sejak	zaman	1
memunculkan_fantasi_zaman_perjuangan_yang	memunculkan	fantasi	zaman	perjuangan	yang	1
menandai_perubahan_zaman_di_selitar	menandai	perubahan	zaman	di	selitar	1
menanggulangi_masalah-masalah_dan_tuntutan-tuntutan_zaman	menanggulangi	masalah-masalah	dan	tuntutan-tuntutan	zaman	1
mencari_siasat_tetapi_zaman_akan	mencari	siasat	tetapi	zaman	akan	1
mencatat_se-jak_zaman_pergerakan_kemer-dekaan	mencatat	se-jak	zaman	pergerakan	kemer-dekaan	1
mendengarkan_cerita_sejarah_zaman_dulu	mendengarkan	cerita	sejarah	zaman	dulu	1
mendengar­kan_lagu_dangdut_zaman_sekarang	mendengar­kan	lagu	dangdut	zaman	sekarang	1
menduga_pada_zaman_dulu_guyon	menduga	pada	zaman	dulu	guyon	1
menekuni_kerajinan_kuningan_sejak_zaman	menekuni	kerajinan	kuningan	sejak	zaman	1
mengabadikan_fenomena_zaman_batu_ini	mengabadikan	fenomena	zaman	batu	ini	1
mengajak_pemuda_zaman_sekarang_untuk	mengajak	pemuda	zaman	sekarang	untuk	1
mengalami_pemugaran_dari_zaman_dahulu	mengalami	pemugaran	dari	zaman	dahulu	1
mengarahkan_kami_ke_zaman_pencerahan	mengarahkan	kami	ke	zaman	pencerahan	1
mengatakan_di_zaman_globalisasi_dan	mengatakan	di	zaman	globalisasi	dan	1
mengatakan_di_zaman_modern_bentuk	mengatakan	di	zaman	modern	bentuk	1
mengatakan_meski_zaman_terus_berkembang	mengatakan	meski	zaman	terus	berkembang	1
mengatakan_pada_zaman_dia_dulu	mengatakan	pada	zaman	dia	dulu	1
mengatakan_perkembangan_zaman_menuntut_perempuan	mengatakan	perkembangan	zaman	menuntut	perempuan	1
mengatakan_untuk_mengikuti_perkembangan_zaman	mengatakan	untuk	mengikuti	perkembangan	zaman	1
mengeksplorasi_bisnis_sesuai_kemajuan_zaman	mengeksplorasi	bisnis	sesuai	kemajuan	zaman	1
mengelola_perekonomian_ne-gara_pemerintah_zaman	mengelola	perekonomian	ne-gara	pemerintah	zaman	1
mengenai_peninggalan_zaman_prasejarah_di	mengenai	peninggalan	zaman	prasejarah	di	1
mengenai_perbedaan_hidup_di_zaman	mengenai	perbedaan	hidup	di	zaman	1
mengenai_sejarah_perkembangan_zaman_dan	mengenai	sejarah	perkembangan	zaman	dan	1
menggabungkan_konsep_tradisional_atau_zaman	menggabungkan	konsep	tradisional	atau	zaman	1
menggebu-gebu_pada_zaman_di_kala	menggebu-gebu	pada	zaman	di	kala	1
menggelar_lakon_panjang_sejak_zaman	menggelar	lakon	panjang	sejak	zaman	1
mengikuti_geliat_zaman_begitu_menurut	mengikuti	geliat	zaman	begitu	menurut	1
mengikuti_perkembangan_zaman_dalam_pengasuhan	mengikuti	perkembangan	zaman	dalam	pengasuhan	1
mengikuti_perkembangan_zaman_dan_perubahan-perubahan	mengikuti	perkembangan	zaman	dan	perubahan-perubahan	1
mengikuti_perkembangan_zaman_dari_kecenderungan	mengikuti	perkembangan	zaman	dari	kecenderungan	1
mengikuti_perkembangan_zaman_dengan_membangun	mengikuti	perkembangan	zaman	dengan	membangun	1
mengikuti_perkembangan_zaman_kami_bank	mengikuti	perkembangan	zaman	kami	bank	1
mengikuti_perkembangan_zaman_merupakan_suatu	mengikuti	perkembangan	zaman	merupakan	suatu	1
mengikuti_perubahan_zaman_apalagi_di	mengikuti	perubahan	zaman	apalagi	di	1
mengikuti_tantangan_dan_pergumulan_zaman	mengikuti	tantangan	dan	pergumulan	zaman	1
mengikuti_zaman_membuat_istri_turut	mengikuti	zaman	membuat	istri	turut	1
mengikuti_zaman_yang_berubah_cepat	mengikuti	zaman	yang	berubah	cepat	1
menginformasikan_ada_khalifah_di_zaman	menginformasikan	ada	khalifah	di	zaman	1
mengingat_gempuran_zaman_yang_semakin	mengingat	gempuran	zaman	yang	semakin	1
mengingat_zaman_perjuangan_mempertahankan_kemerdekaan	mengingat	zaman	perjuangan	mempertahankan	kemerdekaan	1
mengingat_zaman_sekarang_ini_anak-anak	mengingat	zaman	sekarang	ini	anak-anak	1
mengingatkan_semenjak_zaman_penjajahan_hingga	mengingatkan	semenjak	zaman	penjajahan	hingga	1
mengungkap_kisah_zaman_perang_kemerdekaan	mengungkap	kisah	zaman	perang	kemerdekaan	1
mengungkapkan_tari_pada_zaman_dahulu	mengungkapkan	tari	pada	zaman	dahulu	1
mengungkapkan_zaman_modern_sekarang_banyak	mengungkapkan	zaman	modern	sekarang	banyak	1
menilai_di_zaman_modern_saat	menilai	di	zaman	modern	saat	1
menilai_kemajuan_zaman_dan_arus	menilai	kemajuan	zaman	dan	arus	1
meninggal_pada_zaman_perang_suku	meninggal	pada	zaman	perang	suku	1
menjabarkan_istilah_plesetan_pada_zaman	menjabarkan	istilah	plesetan	pada	zaman	1
menjabarkan_paradigma_pendidikan_zaman_dulu	menjabarkan	paradigma	pendidikan	zaman	dulu	1
menjadi_berdesain_mobil-mobil_zaman_dulu	menjadi	berdesain	mobil-mobil	zaman	dulu	1
menjadi_kekayaan_sejak_zaman_nenek	menjadi	kekayaan	sejak	zaman	nenek	1
menjadi_to-koh_sentral_di_zaman	menjadi	to-koh	sentral	di	zaman	1
menjawab_kebutuhan_zaman_khususnya_menyiapkan	menjawab	kebutuhan	zaman	khususnya	menyiapkan	1
menjawab_penyakit-penyakit_zaman_saat_itu	menjawab	penyakit-penyakit	zaman	saat	itu	1
menjawab_tantangan_kemajuan_zaman_dan	menjawab	tantangan	kemajuan	zaman	dan	1
menjawab_tantangan_perubahan_zaman_bangsa	menjawab	tantangan	perubahan	zaman	bangsa	1
menjelaskan_bahwa_pada_zaman_dahulu	menjelaskan	bahwa	pada	zaman	dahulu	1
menjelaskan_pada_zaman_prasejarah_perkakas-perkakas	menjelaskan	pada	zaman	prasejarah	perkakas-perkakas	1
menolak_perkembangan_zaman_justru_akan	menolak	perkembangan	zaman	justru	akan	1
menolak_zaman_ke-bodohan_tapi_mau	menolak	zaman	ke-bodohan	tapi	mau	1
menonton_kekuasaan_itu_di_zaman	menonton	kekuasaan	itu	di	zaman	1
menonton_layar_tancap_film_zaman	menonton	layar	tancap	film	zaman	1
menunjukkan_pada_zaman_dahulu_bangsa	menunjukkan	pada	zaman	dahulu	bangsa	1
menurut_peta_entah_zaman_apa	menurut	peta	entah	zaman	apa	1
menurutnya_kenakalan_anak_zaman_sekarang	menurutnya	kenakalan	anak	zaman	sekarang	1
menyatakan_kemajuan_zaman_dan_teknologi	menyatakan	kemajuan	zaman	dan	teknologi	1
menyatakan_zaman_orde_baru_justru	menyatakan	zaman	orde	baru	justru	1
menyebutnya_zaman_generasi_pertama_komikus	menyebutnya	zaman	generasi	pertama	komikus	1
menyeru_perlawanan_di_zaman_penjajahan	menyeru	perlawanan	di	zaman	penjajahan	1
menyesuaikan_dengan_perkembangan_zaman_serta	menyesuaikan	dengan	perkembangan	zaman	serta	1
menyesuaikan_diri_sesuai_perkembangan_zaman	menyesuaikan	diri	sesuai	perkembangan	zaman	1
merasa_ditinggalkan_zaman_yang_melesat	merasa	ditinggalkan	zaman	yang	melesat	1
meredup_seiring_dengan_perkembangan_zaman	meredup	seiring	dengan	perkembangan	zaman	1
mereka_berpikir_seperti_di_zaman	mereka	berpikir	seperti	di	zaman	1
mereka_bukan_zaman_kita_ungkap	mereka	bukan	zaman	kita	ungkap	1
mereka_dalam_menghadapi_tantangan_zaman	mereka	dalam	menghadapi	tantangan	zaman	1
mereka_harus_melawan_perubahan_zaman	mereka	harus	melawan	perubahan	zaman	1
mereka_hidup_di_zaman_normal	mereka	hidup	di	zaman	normal	1
mereka_masih_pada_zaman_pe-merintahan	mereka	masih	pada	zaman	pe-merintahan	1
mereka_masih_seperti_pada_zaman	mereka	masih	seperti	pada	zaman	1
mereka_untuk_memancing_sejak_zaman	mereka	untuk	memancing	sejak	zaman	1
merespon_lambat_kemajuan_zaman_terbiasa	merespon	lambat	kemajuan	zaman	terbiasa	1
merupakan_konsekuensi_dari_perkemba-ngan_zaman	merupakan	konsekuensi	dari	perkemba-ngan	zaman	1
merupakan_permulaan_zaman_baru_te-gasnya	merupakan	permulaan	zaman	baru	te-gasnya	1
merupakan_rangkaian_kelanjutan_dari_zaman	merupakan	rangkaian	kelanjutan	dari	zaman	1
merupakan_salah_tanda_akhir_zaman	merupakan	salah	tanda	akhir	zaman	1
meski_zaman_terus_berkembang_dan	meski	zaman	terus	berkembang	dan	1
meter_tersebut_ada_sejak_zaman	meter	tersebut	ada	sejak	zaman	1
mewarisi_gedung_ini_dari_zaman	mewarisi	gedung	ini	dari	zaman	1
miliar_sejak_zaman_majapahit_sampai	miliar	sejak	zaman	majapahit	sampai	1
miskin_berbeda-beda_khususnya_zaman_sekarang	miskin	berbeda-beda	khususnya	zaman	sekarang	1
mobil_model_khas_zaman_dulu	mobil	model	khas	zaman	dulu	1
mobil-mobil_zaman_dulu_atau_jip	mobil-mobil	zaman	dulu	atau	jip	1
modern_tak_terelakkan_di_zaman	modern	tak	terelakkan	di	zaman	1
modern_zaman_sekarang_bisa_apa	modern	zaman	sekarang	bisa	apa	1
modifikasi_kurikulum_sesuai_tuntutan_zaman	modifikasi	kurikulum	sesuai	tuntutan	zaman	1
mortir_tersebut_diduga_peninggalan_zaman	mortir	tersebut	diduga	peninggalan	zaman	1
muda_di_tengah_perkembangan_zaman	muda	di	tengah	perkembangan	zaman	1
muda_di_zaman_sekarang_menghadapi	muda	di	zaman	sekarang	menghadapi	1
muda_zaman_sekarang_juga_sangat	muda	zaman	sekarang	juga	sangat	1
muda_zaman_sekarang_kerap_dekat	muda	zaman	sekarang	kerap	dekat	1
muda_zaman_sekarang_kita_bisa	muda	zaman	sekarang	kita	bisa	1
muda_zaman_sekarang_sedang_dekat	muda	zaman	sekarang	sedang	dekat	1
muda_zaman_sekarang_sering_sekali	muda	zaman	sekarang	sering	sekali	1
mulai_abad_delapan_pada_zaman	mulai	abad	delapan	pada	zaman	1
mulai_dari_zaman_pergerakan_hingga	mulai	dari	zaman	pergerakan	hingga	1
mulai_memudar_seiring_berkembangnya_zaman	mulai	memudar	seiring	berkembangnya	zaman	1
mulai_terancam_perkembangan_zaman_yang	mulai	terancam	perkembangan	zaman	yang	1
mulai_terpinggirkan_karena_kemajuan_zaman	mulai	terpinggirkan	karena	kemajuan	zaman	1
muncul_dari_masyarakat_pada_zaman	muncul	dari	masyarakat	pada	zaman	1
muncul_di_akhir_zaman_dan	muncul	di	akhir	zaman	dan	1
muncul_sejak_zaman_prasejarah_purba	muncul	sejak	zaman	prasejarah	purba	1
mung-kin_akibat_dari_perkembangan_zaman	mung-kin	akibat	dari	perkembangan	zaman	1
mungkin_zaman_sekarang_kurang_dapat	mungkin	zaman	sekarang	kurang	dapat	1
musiknya_sangat_kritis_pada_zaman	musiknya	sangat	kritis	pada	zaman	1
muslim_mengikuti_perkembangan_zaman_merupakan	muslim	mengikuti	perkembangan	zaman	merupakan	1
nabi_dan_rasul_akhir_zaman	nabi	dan	rasul	akhir	zaman	1
nabi-nabi_zaman_sekarang_yang_mempraktekkan	nabi-nabi	zaman	sekarang	yang	mempraktekkan	1
naga_penghuni_bumi_sejak_zaman	naga	penghuni	bumi	sejak	zaman	1
naik_seiring_dengan_perkembangan_zaman	naik	seiring	dengan	perkembangan	zaman	1
nama_iblis_sampai_akhir_zaman	nama	iblis	sampai	akhir	zaman	1
namun_itu_sudah_zaman_dahulu	namun	itu	sudah	zaman	dahulu	1
namun_seiring_perkembangan_zaman_dan	namun	seiring	perkembangan	zaman	dan	1
ne-gara_pemerintah_zaman_dulu_atau	ne-gara	pemerintah	zaman	dulu	atau	1
negara_efektif_terlama_di_zaman	negara	efektif	terlama	di	zaman	1
ngasih_tahu_mah_dari_zaman	ngasih	tahu	mah	dari	zaman	1
nubuat_alkitab_tentang_akhir_zaman	nubuat	alkitab	tentang	akhir	zaman	1
nusantara_sebagai_zaman_klasik_pra-Islam	nusantara	sebagai	zaman	klasik	pra-Islam	1
nyaris_hilang_tergerus_zaman_kini	nyaris	hilang	tergerus	zaman	kini	1
oleh_orang_tua_sementara_zaman	oleh	orang	tua	sementara	zaman	1
oleh_perubahan_zaman_semoga_adek-adek	oleh	perubahan	zaman	semoga	adek-adek	1
oleh_tuntutan_kemajuan_zaman_ma-ka	oleh	tuntutan	kemajuan	zaman	ma-ka	1
ongkos_haji_pada_zaman_itu	ongkos	haji	pada	zaman	itu	1
orang_akan_berkurang_tapi_zaman	orang	akan	berkurang	tapi	zaman	1
orang_desa_zaman_dahulu_jadi	orang	desa	zaman	dahulu	jadi	1
orang_di_zaman_ini_yang	orang	di	zaman	ini	yang	1
orang_modern_zaman_sekarang_bisa	orang	modern	zaman	sekarang	bisa	1
orang_pada_zaman_dulu_telah	orang	pada	zaman	dulu	telah	1
orang_tua_mengingat_gempuran_zaman	orang	tua	mengingat	gempuran	zaman	1
orang_tua_sementara_zaman_sudah	orang	tua	sementara	zaman	sudah	1
