ngram	w1	w2	w3	n
masa_kini_semakin	masa	kini	semakin	1
masa_kini_sepatutnya	masa	kini	sepatutnya	1
masa_kini_sudah	masa	kini	sudah	1
masa_kini_suka	masa	kini	suka	1
masa_kini_super	masa	kini	super	1
masa_kini_tahun	masa	kini	tahun	1
masa_kini_tahun-tahun	masa	kini	tahun-tahun	1
masa_kini_tak	masa	kini	tak	1
masa_kini_tapi	masa	kini	tapi	1
masa_kini_tercermin	masa	kini	tercermin	1
masa_kini_terhadap	masa	kini	terhadap	1
masa_kini_terlebih	masa	kini	terlebih	1
masa_kini_tu-turnya	masa	kini	tu-turnya	1
masa_kini_tutup	masa	kini	tutup	1
masa_kini_ujar	masa	kini	ujar	1
masa_kini_ujarnya	masa	kini	ujarnya	1
masa_kini_upaya	masa	kini	upaya	1
masa_kini_urusan	masa	kini	urusan	1
masa_kini_yaitu	masa	kini	yaitu	1
masa_kita_enggak	masa	kita	enggak	1
masa_kita_harus	masa	kita	harus	1
masa_kita_paksa-paksa	masa	kita	paksa-paksa	1
masa_klarifikasi_ditutup	masa	klarifikasi	ditutup	1
masa_klasik_abad	masa	klasik	abad	1
masa_klub_dengan	masa	klub	dengan	1
masa_ko-ass_jika	masa	ko-ass	jika	1
masa_kodifikasi_ilmu	masa	kodifikasi	ilmu	1
masa_kolonial_dasar	masa	kolonial	dasar	1
masa_kolonial_dengan	masa	kolonial	dengan	1
masa_kolonial_dikenal	masa	kolonial	dikenal	1
masa_kolonial_itu	masa	kolonial	itu	1
masa_kolonial_memimpin	masa	kolonial	memimpin	1
masa_kolonial_menjadi	masa	kolonial	menjadi	1
masa_kompetisi_dan	masa	kompetisi	dan	1
masa_kong_serta	masa	kong	serta	1
masa_kontrak_dan	masa	kontrak	dan	1
masa_kontrak_dari	masa	kontrak	dari	1
masa_kontrak_dengan	masa	kontrak	dengan	1
masa_kontrak_kerja	masa	kontrak	kerja	1
masa_kontrak_kurang	masa	kontrak	kurang	1
masa_kontrak_rekanan	masa	kontrak	rekanan	1
masa_kontrak_selama	masa	kontrak	selama	1
masa_kontrak_sewa	masa	kontrak	sewa	1
masa_kontrak_tenaga	masa	kontrak	tenaga	1
masa_kontrak_tersebut	masa	kontrak	tersebut	1
masa_kontrak_ungkap	masa	kontrak	ungkap	1
masa_kontrak_usia	masa	kontrak	usia	1
masa_kontrak-nya_habis	masa	kontrak-nya	habis	1
masa_kontraknya_apakah	masa	kontraknya	apakah	1
masa_kontraknya_bisa	masa	kontraknya	bisa	1
masa_kontraknya_dengan	masa	kontraknya	dengan	1
masa_kontraknya_diserahkan	masa	kontraknya	diserahkan	1
masa_kontraknya_habis	masa	kontraknya	habis	1
masa_kontraknya_je-lasnya	masa	kontraknya	je-lasnya	1
masa_kontraknya_sudah	masa	kontraknya	sudah	1
masa_kontraknya_yang	masa	kontraknya	yang	1
masa_kredit_uang	masa	kredit	uang	1
masa_kri-sis_bangsa	masa	kri-sis	bangsa	1
masa_krisis_beras	masa	krisis	beras	1
masa_krisis_ekonomi	masa	krisis	ekonomi	1
masa_krisis_energi	masa	krisis	energi	1
masa_krisis_ini	masa	krisis	ini	1
masa_krisis_lalu	masa	krisis	lalu	1
masa_krisis_lis-trik	masa	krisis	lis-trik	1
masa_krisis_yang	masa	krisis	yang	1
masa_kritis_ancaman	masa	kritis	ancaman	1
masa_kritis_karena	masa	kritis	karena	1
masa_kritis_kebakaran	masa	kritis	kebakaran	1
masa_kritis_masing-masing	masa	kritis	masing-masing	1
masa_kritis_selama	masa	kritis	selama	1
masa_kuliah_di	masa	kuliah	di	1
masa_kuliah_dua	masa	kuliah	dua	1
masa_kuliah_khayalan	masa	kuliah	khayalan	1
masa_kuliah_si	masa	kuliah	si	1
masa_kuliahnya_dengan	masa	kuliahnya	dengan	1
masa_kurang_be-runtung	masa	kurang	be-runtung	1
masa_kurungan_yang	masa	kurungan	yang	1
masa_kwa_nda	masa	kwa	nda	1
masa_lah_ia	masa	lah	ia	1
masa_lah_yang	masa	lah	yang	1
masa_lajang_ibu	masa	lajang	ibu	1
masa_lajang_itu	masa	lajang	itu	1
masa_lajangnya_dengan	masa	lajangnya	dengan	1
masa_lajangnya_tahun	masa	lajangnya	tahun	1
masa_lalu_ada	masa	lalu	ada	1
masa_lalu_akan	masa	lalu	akan	1
masa_lalu_aksi	masa	lalu	aksi	1
masa_lalu_aktivitas	masa	lalu	aktivitas	1
masa_lalu_arkeologi	masa	lalu	arkeologi	1
masa_lalu_bagaimana	masa	lalu	bagaimana	1
masa_lalu_bahkan	masa	lalu	bahkan	1
masa_lalu_baik	masa	lalu	baik	1
masa_lalu_baiknya	masa	lalu	baiknya	1
masa_lalu_baru	masa	lalu	baru	1
masa_lalu_berbagai	masa	lalu	berbagai	1
masa_lalu_bertabrakan	masa	lalu	bertabrakan	1
masa_lalu_berupa	masa	lalu	berupa	1
masa_lalu_buat	masa	lalu	buat	1
masa_lalu_bukan	masa	lalu	bukan	1
masa_lalu_celebsplasticsurgery	masa	lalu	celebsplasticsurgery	1
masa_lalu_cukup	masa	lalu	cukup	1
masa_lalu_cukuplah	masa	lalu	cukuplah	1
masa_lalu_dalam	masa	lalu	dalam	1
masa_lalu_dari	masa	lalu	dari	1
masa_lalu_dia	masa	lalu	dia	1
masa_lalu_diakuinya	masa	lalu	diakuinya	1
masa_lalu_diberikan	masa	lalu	diberikan	1
masa_lalu_en	masa	lalu	en	1
masa_lalu_golongan	masa	lalu	golongan	1
masa_lalu_guna	masa	lalu	guna	1
masa_lalu_gunung	masa	lalu	gunung	1
masa_lalu_harga	masa	lalu	harga	1
masa_lalu_harus	masa	lalu	harus	1
masa_lalu_hasil	masa	lalu	hasil	1
masa_lalu_ia	masa	lalu	ia	1
masa_lalu_ikut	masa	lalu	ikut	1
masa_lalu_ini	masa	lalu	ini	1
masa_lalu_istrinya	masa	lalu	istrinya	1
masa_lalu_jangan	masa	lalu	jangan	1
masa_lalu_jelasnya	masa	lalu	jelasnya	1
masa_lalu_jika	masa	lalu	jika	1
masa_lalu_kapal	masa	lalu	kapal	1
masa_lalu_keberadaan	masa	lalu	keberadaan	1
masa_lalu_kedua	masa	lalu	kedua	1
masa_lalu_kelam	masa	lalu	kelam	1
masa_lalu_kelompok	masa	lalu	kelompok	1
masa_lalu_kembali	masa	lalu	kembali	1
masa_lalu_kemudian	masa	lalu	kemudian	1
masa_lalu_kepada	masa	lalu	kepada	1
masa_lalu_kerja	masa	lalu	kerja	1
masa_lalu_kesulitan	masa	lalu	kesulitan	1
masa_lalu_ketidakadilan	masa	lalu	ketidakadilan	1
masa_lalu_kiranya	masa	lalu	kiranya	1
masa_lalu_kualitas	masa	lalu	kualitas	1
masa_lalu_laporan	masa	lalu	laporan	1
masa_lalu_manusia	masa	lalu	manusia	1
masa_lalu_masalah	masa	lalu	masalah	1
masa_lalu_memikirkan	masa	lalu	memikirkan	1
masa_lalu_menebang	masa	lalu	menebang	1
masa_lalu_menerima	masa	lalu	menerima	1
masa_lalu_mengalami	masa	lalu	mengalami	1
masa_lalu_mengapa	masa	lalu	mengapa	1
masa_lalu_menyakitkan	masa	lalu	menyakitkan	1
masa_lalu_menyangkut	masa	lalu	menyangkut	1
masa_lalu_menyarankan	masa	lalu	menyarankan	1
masa_lalu_menyembunyikan	masa	lalu	menyembunyikan	1
masa_lalu_mungkin	masa	lalu	mungkin	1
masa_lalu_negara-negara	masa	lalu	negara-negara	1
masa_lalu_negeri	masa	lalu	negeri	1
masa_lalu_nenek	masa	lalu	nenek	1
masa_lalu_nostalgia	masa	lalu	nostalgia	1
masa_lalu_nusantara	masa	lalu	nusantara	1
masa_lalu_orang	masa	lalu	orang	1
masa_lalu_pada	masa	lalu	pada	1
masa_lalu_para	masa	lalu	para	1
masa_lalu_pemeriksaan	masa	lalu	pemeriksaan	1
masa_lalu_pengadilan	masa	lalu	pengadilan	1
masa_lalu_penjualan	masa	lalu	penjualan	1
masa_lalu_peraih	masa	lalu	peraih	1
masa_lalu_peserta	masa	lalu	peserta	1
masa_lalu_pinta	masa	lalu	pinta	1
masa_lalu_proses	masa	lalu	proses	1
masa_lalu_pun	masa	lalu	pun	1
masa_lalu_pungkasnya	masa	lalu	pungkasnya	1
masa_lalu_rugi	masa	lalu	rugi	1
masa_lalu_sama	masa	lalu	sama	1
masa_lalu_santri	masa	lalu	santri	1
masa_lalu_sastra	masa	lalu	sastra	1
masa_lalu_se-bagai	masa	lalu	se-bagai	1
masa_lalu_se-kaligus	masa	lalu	se-kaligus	1
masa_lalu_sebagaimana	masa	lalu	sebagaimana	1
masa_lalu_sebelum	masa	lalu	sebelum	1
masa_lalu_sebutnya	masa	lalu	sebutnya	1
masa_lalu_sehingga	masa	lalu	sehingga	1
masa_lalu_sekali	masa	lalu	sekali	1
masa_lalu_sekaligus	masa	lalu	sekaligus	1
masa_lalu_selain	masa	lalu	selain	1
masa_lalu_selalu	masa	lalu	selalu	1
masa_lalu_seluruh	masa	lalu	seluruh	1
masa_lalu_sempat	masa	lalu	sempat	1
masa_lalu_semua	masa	lalu	semua	1
masa_lalu_sepeda	masa	lalu	sepeda	1
masa_lalu_sepertinya	masa	lalu	sepertinya	1
masa_lalu_serta	masa	lalu	serta	1
masa_lalu_setiap	masa	lalu	setiap	1
masa_lalu_seyogyanya	masa	lalu	seyogyanya	1
masa_lalu_soompi	masa	lalu	soompi	1
masa_lalu_stasiun	masa	lalu	stasiun	1
masa_lalu_suasana	masa	lalu	suasana	1
masa_lalu_suka	masa	lalu	suka	1
masa_lalu_sungai	masa	lalu	sungai	1
masa_lalu_tak	masa	lalu	tak	1
masa_lalu_tambah	masa	lalu	tambah	1
masa_lalu_tampaknya	masa	lalu	tampaknya	1
masa_lalu_tanpa	masa	lalu	tanpa	1
masa_lalu_tegasnya	masa	lalu	tegasnya	1
masa_lalu_teknologi	masa	lalu	teknologi	1
masa_lalu_telah	masa	lalu	telah	1
masa_lalu_terdiri	masa	lalu	terdiri	1
masa_lalu_terhadap	masa	lalu	terhadap	1
masa_lalu_terpatri	masa	lalu	terpatri	1
masa_lalu_tersurat	masa	lalu	tersurat	1
masa_lalu_terutama	masa	lalu	terutama	1
masa_lalu_tetapi	masa	lalu	tetapi	1
masa_lalu_tindakan	masa	lalu	tindakan	1
masa_lalu_tokoh	masa	lalu	tokoh	1
masa_lalu_tulis	masa	lalu	tulis	1
masa_lalu_turut	masa	lalu	turut	1
masa_lalu_tuturnya	masa	lalu	tuturnya	1
masa_lalu_usia	masa	lalu	usia	1
masa_lalu_yakni	masa	lalu	yakni	1
masa_lalunya_bisa	masa	lalunya	bisa	1
masa_lalunya_dengan	masa	lalunya	dengan	1
masa_lalunya_hingga	masa	lalunya	hingga	1
masa_lalunya_ia	masa	lalunya	ia	1
masa_lalunya_masih	masa	lalunya	masih	1
masa_lalunya_mengenai	masa	lalunya	mengenai	1
masa_lalunya_namun	masa	lalunya	namun	1
masa_lalunya_sangatlah	masa	lalunya	sangatlah	1
masa_lalunya_sendiri	masa	lalunya	sendiri	1
masa_lalunya_sesuram	masa	lalunya	sesuram	1
masa_lalunya_tapi	masa	lalunya	tapi	1
masa_lampau_ada	masa	lampau	ada	1
masa_lampau_bukanlah	masa	lampau	bukanlah	1
masa_lampau_de-ngan	masa	lampau	de-ngan	1
masa_lampau_di	masa	lampau	di	1
masa_lampau_hingga	masa	lampau	hingga	1
masa_lampau_juga	masa	lampau	juga	1
masa_lampau_kata	masa	lampau	kata	1
masa_lampau_ketika	masa	lampau	ketika	1
masa_lampau_lebih	masa	lampau	lebih	1
masa_lampau_mampu	masa	lampau	mampu	1
masa_lampau_menjadi	masa	lampau	menjadi	1
masa_lampau_merupakan	masa	lampau	merupakan	1
masa_lampau_orang	masa	lampau	orang	1
masa_lampau_pada	masa	lampau	pada	1
masa_lampau_saat	masa	lampau	saat	1
masa_lampau_saya	masa	lampau	saya	1
masa_lampau_serta	masa	lampau	serta	1
masa_lampau_suatu	masa	lampau	suatu	1
masa_lampau_tak	masa	lampau	tak	1
masa_lampau_te-tapi	masa	lampau	te-tapi	1
masa_lampau_yang	masa	lampau	yang	1
masa_lampaunya_berjalan	masa	lampaunya	berjalan	1
masa_langsung_jadian	masa	langsung	jadian	1
masa_langsung_meninaggalkan	masa	langsung	meninaggalkan	1
masa_lanjut_usia	masa	lanjut	usia	1
masa_latihan_hingga	masa	latihan	hingga	1
masa_launching_yang	masa	launching	yang	1
masa_ley_di	masa	ley	di	1
masa_li-buran_tahun	masa	li-buran	tahun	1
masa_libur_bagi	masa	libur	bagi	1
masa_libur_bersama	masa	libur	bersama	1
masa_libur_ini	masa	libur	ini	1
masa_libur_juga	masa	libur	juga	1
masa_libur_lebaran	masa	libur	lebaran	1
masa_libur_musim	masa	libur	musim	1
masa_libur_nasional	masa	libur	nasional	1
masa_libur_panjang	masa	libur	panjang	1
masa_libur_pekan	masa	libur	pekan	1
masa_libur_sekolahnya	masa	libur	sekolahnya	1
masa_libur_tahun	masa	libur	tahun	1
masa_libur_yang	masa	libur	yang	1
masa_liburan_akan	masa	liburan	akan	1
masa_liburan_anak	masa	liburan	anak	1
masa_liburan_baru	masa	liburan	baru	1
masa_liburan_dan	masa	liburan	dan	1
masa_liburan_ia	masa	liburan	ia	1
masa_liburan_lebaran	masa	liburan	lebaran	1
masa_liburan_lima	masa	liburan	lima	1
masa_liburan_memang	masa	liburan	memang	1
masa_liburan_misalnya	masa	liburan	misalnya	1
masa_liburan_pemilu	masa	liburan	pemilu	1
masa_liburan_rumah	masa	liburan	rumah	1
masa_liburan_selama	masa	liburan	selama	1
masa_liburan_selesai	masa	liburan	selesai	1
masa_liburan_setelah	masa	liburan	setelah	1
masa_liburan_usai	masa	liburan	usai	1
masa_liburan_waktu	masa	liburan	waktu	1
masa_liburan_yang	masa	liburan	yang	1
masa_liburn_akhir	masa	liburn	akhir	1
masa_liburnya_maka	masa	liburnya	maka	1
masa_liburnya_selama	masa	liburnya	selama	1
masa_liburnya_selepas	masa	liburnya	selepas	1
masa_limit_tinggalnya	masa	limit	tinggalnya	1
masa_long_weekend	masa	long	weekend	1
masa_lowong_yang	masa	lowong	yang	1
masa_magang_para	masa	magang	para	1
masa_mahasiswa_sampai	masa	mahasiswa	sampai	1
masa_maju_lagi	masa	maju	lagi	1
masa_masa_80-90an	masa	masa	80-90an	1
masa_masih_jam	masa	masih	jam	1
masa_masuk_sekolah	masa	masuk	sekolah	1
masa_masukan_publik	masa	masukan	publik	1
masa_mau_ber-tahan	masa	mau	ber-tahan	1
masa_mau_diem	masa	mau	diem	1
masa_mau_men-dirikan	masa	mau	men-dirikan	1
masa_mau_minta	masa	mau	minta	1
masa_mau_mundur	masa	mau	mundur	1
masa_melakukan_aksi	masa	melakukan	aksi	1
masa_melakukan_demo	masa	melakukan	demo	1
masa_memanggilnya_untuk	masa	memanggilnya	untuk	1
masa_membuat_tempat	masa	membuat	tempat	1
masa_membubarkan_diri	masa	membubarkan	diri	1
masa_memenangkan_beragam	masa	memenangkan	beragam	1
masa_memiliki_keidentikan	masa	memiliki	keidentikan	1
masa_memperjuangkan_kemerdekaan	masa	memperjuangkan	kemerdekaan	1
masa_mempersiapkan_diri	masa	mempersiapkan	diri	1
masa_men-datang_katanya	masa	men-datang	katanya	1
masa_men-datang_maka	masa	men-datang	maka	1
masa_menabung_mereka	masa	menabung	mereka	1
masa_menanam_sampai	masa	menanam	sampai	1
masa_menda-tang_demikian	masa	menda-tang	demikian	1
masa_menda-tang_lebih	masa	menda-tang	lebih	1
masa_menda-tang_pemusatan	masa	menda-tang	pemusatan	1
masa_menda-tang_ungkap	masa	menda-tang	ungkap	1
masa_mendatang_adalah	masa	mendatang	adalah	1
masa_mendatang_atas	masa	mendatang	atas	1
masa_mendatang_bakal	masa	mendatang	bakal	1
masa_mendatang_banyak	masa	mendatang	banyak	1
masa_mendatang_bukan	masa	mendatang	bukan	1
masa_mendatang_cukup	masa	mendatang	cukup	1
masa_mendatang_dalam	masa	mendatang	dalam	1
masa_mendatang_dapat	masa	mendatang	dapat	1
masa_mendatang_dari	masa	mendatang	dari	1
masa_mendatang_dengan	masa	mendatang	dengan	1
masa_mendatang_dia	masa	mendatang	dia	1
masa_mendatang_gunung	masa	mendatang	gunung	1
masa_mendatang_ia	masa	mendatang	ia	1
masa_mendatang_imbuh	masa	mendatang	imbuh	1
masa_mendatang_jamaah	masa	mendatang	jamaah	1
masa_mendatang_jelas	masa	mendatang	jelas	1
masa_mendatang_juga	masa	mendatang	juga	1
masa_mendatang_kegiatan	masa	mendatang	kegiatan	1
masa_mendatang_kewenangannya	masa	mendatang	kewenangannya	1
masa_mendatang_khususnya	masa	mendatang	khususnya	1
masa_mendatang_lanjutnya	masa	mendatang	lanjutnya	1
masa_mendatang_lantaran	masa	mendatang	lantaran	1
masa_mendatang_lebih	masa	mendatang	lebih	1
masa_mendatang_mengingat	masa	mendatang	mengingat	1
masa_mendatang_meski	masa	mendatang	meski	1
masa_mendatang_pelayanan	masa	mendatang	pelayanan	1
masa_mendatang_pemerataan	masa	mendatang	pemerataan	1
masa_mendatang_pengurangan	masa	mendatang	pengurangan	1
masa_mendatang_perlu	masa	mendatang	perlu	1
masa_mendatang_pertumbuhan	masa	mendatang	pertumbuhan	1
masa_mendatang_perusahaan-perusahaan	masa	mendatang	perusahaan-perusahaan	1
masa_mendatang_pihaknya	masa	mendatang	pihaknya	1
masa_mendatang_pukasnya	masa	mendatang	pukasnya	1
masa_mendatang_sehingga	masa	mendatang	sehingga	1
masa_mendatang_semua	masa	mendatang	semua	1
masa_mendatang_sistem	masa	mendatang	sistem	1
masa_mendatang_tambahnya	masa	mendatang	tambahnya	1
masa_mendatang_tantangan	masa	mendatang	tantangan	1
masa_mendatang_tegas	masa	mendatang	tegas	1
masa_mendatang_telah	masa	mendatang	telah	1
masa_mendatang_terang	masa	mendatang	terang	1
masa_mendatang_terkait	masa	mendatang	terkait	1
masa_mendatang_termasuk	masa	mendatang	termasuk	1
masa_mendatang_terutama	masa	mendatang	terutama	1
masa_mendatang_tetap	masa	mendatang	tetap	1
masa_mendatang_yaitu	masa	mendatang	yaitu	1
masa_mengambang_mendadak	masa	mengambang	mendadak	1
masa_mengandung_sampai	masa	mengandung	sampai	1
masa_menghiasi_layar	masa	menghiasi	layar	1
masa_menit_dari	masa	menit	dari	1
masa_menit_terakhir	masa	menit	terakhir	1
masa_menjadi_pemain	masa	menjadi	pemain	1
masa_menjadi_penentu	masa	menjadi	penentu	1
masa_menjalani_pidana	masa	menjalani	pidana	1
masa_menjalani_sanksi	masa	menjalani	sanksi	1
masa_menjelang_dan	masa	menjelang	dan	1
masa_menjelang_pelaksanaan	masa	menjelang	pelaksanaan	1
masa_menopause_kadar	masa	menopause	kadar	1
masa_menopouse_akibat	masa	menopouse	akibat	1
masa_menstruasi_dan	masa	menstruasi	dan	1
masa_menunggu_itu	masa	menunggu	itu	1
masa_menunjukkan_kuasanya	masa	menunjukkan	kuasanya	1
masa_menyusui_dalam	masa	menyusui	dalam	1
masa_menyusui_menjadi	masa	menyusui	menjadi	1
masa_mereka_malah	masa	mereka	malah	1
masa_meributkan_berbagai	masa	meributkan	berbagai	1
masa_merupakan_fenomena	masa	merupakan	fenomena	1
masa_mewarnai_sejumlah	masa	mewarnai	sejumlah	1
masa_minggu_atau	masa	minggu	atau	1
masa_minggu_berat	masa	minggu	berat	1
masa_mo_beking	masa	mo	beking	1
masa_mo_iko	masa	mo	iko	1
masa_mo_lakukan	masa	mo	lakukan	1
masa_mo-dernisasi_saat	masa	mo-dernisasi	saat	1
masa_modern_dan	masa	modern	dan	1
masa_modern_ini	masa	modern	ini	1
masa_modern_perjuangan	masa	modern	perjuangan	1
masa_moratorium_berlangsung	masa	moratorium	berlangsung	1
masa_mualaf_merupakan	masa	mualaf	merupakan	1
masa_muda_bernama	masa	muda	bernama	1
masa_muda_bukan	masa	muda	bukan	1
masa_muda_ia	masa	muda	ia	1
masa_muda_lelaki	masa	muda	lelaki	1
masa_muda_menciptakan	masa	muda	menciptakan	1
masa_muda_mereka	masa	muda	mereka	1
masa_muda_sangat	masa	muda	sangat	1
masa_mudaku_aku	masa	mudaku	aku	1
masa_mudamu_haruslah	masa	mudamu	haruslah	1
masa_mudanya_di	masa	mudanya	di	1
masa_mudanya_itu	masa	mudanya	itu	1
masa_mudanya_soal	masa	mudanya	soal	1
masa_mudanya_yang	masa	mudanya	yang	1
masa_mudik_tidak	masa	mudik	tidak	1
masa_mudik_yang	masa	mudik	yang	1
masa_mulai_munculnya	masa	mulai	munculnya	1
masa_mungkin_karena	masa	mungkin	karena	1
masa_musti_bayar	masa	musti	bayar	1
masa_nama-nama_parpol	masa	nama-nama	parpol	1
masa_nginapnya_saja	masa	nginapnya	saja	1
masa_nifas_ibu	masa	nifas	ibu	1
masa_nifas_red	masa	nifas	red	1
masa_nifas_untuk	masa	nifas	untuk	1
masa_nolak_sih	masa	nolak	sih	1
masa_operasi_lima	masa	operasi	lima	1
masa_operasional_di	masa	operasional	di	1
masa_operasional_perdana	masa	operasional	perdana	1
masa_operasionalisasi_pesawat	masa	operasionalisasi	pesawat	1
masa_orang_mau	masa	orang	mau	1
masa_orang_yang	masa	orang	yang	1
masa_orde_reformasi	masa	orde	reformasi	1
masa_orientasi_atau	masa	orientasi	atau	1
masa_orientasi_ini	masa	orientasi	ini	1
masa_orientasi_kali	masa	orientasi	kali	1
masa_orientasi_mahasiswa	masa	orientasi	mahasiswa	1
masa_orientasi_memberikan	masa	orientasi	memberikan	1
masa_orientasi_seperti	masa	orientasi	seperti	1
masa_otot_bisa	masa	otot	bisa	1
masa_ovulasi_keinginan	masa	ovulasi	keinginan	1
masa_pa-nen_bagi	masa	pa-nen	bagi	1
masa_pacaran_dan	masa	pacaran	dan	1
masa_pacaran_dulu	masa	pacaran	dulu	1
masa_pacaran_itu	masa	pacaran	itu	1
masa_pacaran_mereka	masa	pacaran	mereka	1
masa_pacaran_selama	masa	pacaran	selama	1
masa_paceklik_namun	masa	paceklik	namun	1
masa_pada_saat	masa	pada	saat	1
masa_pada_tahun	masa	pada	tahun	1
masa_pagi-pagi_ada	masa	pagi-pagi	ada	1
masa_pakai_dan	masa	pakai	dan	1
masa_pakai_makin	masa	pakai	makin	1
masa_pakai_pelumas	masa	pakai	pelumas	1
masa_pakai_seharusnya	masa	pakai	seharusnya	1
masa_pakai_syarat	masa	pakai	syarat	1
masa_pakainya_jelas	masa	pakainya	jelas	1
masa_pakainya_loh	masa	pakainya	loh	1
masa_pakainya_mobil	masa	pakainya	mobil	1
masa_pakainya_terus	masa	pakainya	terus	1
masa_paling_gelap	masa	paling	gelap	1
masa_paling_indah	masa	paling	indah	1
masa_paling_kritis	masa	paling	kritis	1
masa_paling_subur	masa	paling	subur	1
masa_pancaroba_bencana	masa	pancaroba	bencana	1
masa_pancaroba_dari	masa	pancaroba	dari	1
masa_pancaroba_juga	masa	pancaroba	juga	1
masa_panen_adalah	masa	panen	adalah	1
masa_panen_banyak	masa	panen	banyak	1
masa_panen_beri-kutnya	masa	panen	beri-kutnya	1
masa_panen_buah	masa	panen	buah	1
masa_panen_dan	masa	panen	dan	1
masa_panen_enam	masa	panen	enam	1
masa_panen_harga	masa	panen	harga	1
masa_panen_kebun	masa	panen	kebun	1
masa_panen_lebih	masa	panen	lebih	1
masa_panen_nanti	masa	panen	nanti	1
masa_panen_pro-duk	masa	panen	pro-duk	1
masa_panen_sehingga	masa	panen	sehingga	1
masa_panen_serentak	masa	panen	serentak	1
masa_panen_setelah	masa	panen	setelah	1
masa_panen_terhitung	masa	panen	terhitung	1
masa_panen_ujar	masa	panen	ujar	1
masa_panennya_pun	masa	panennya	pun	1
masa_partai-partai_bersama	masa	partai-partai	bersama	1
masa_pasca-proklamasi_kemerdekaan	masa	pasca-proklamasi	kemerdekaan	1
masa_pasca-Soeharto_telah	masa	pasca-Soeharto	telah	1
masa_pe-meliharaan_enam	masa	pe-meliharaan	enam	1
masa_pe-nahanan_untuk	masa	pe-nahanan	untuk	1
masa_pe-nahanan_yang	masa	pe-nahanan	yang	1
masa_pekan_pertama	masa	pekan	pertama	1
masa_pelarian_pada	masa	pelarian	pada	1
masa_pelati-han_selama	masa	pelati-han	selama	1
masa_pelatihan_berbagai	masa	pelatihan	berbagai	1
masa_pelayanan_katering	masa	pelayanan	katering	1
masa_pelayanan_selama	masa	pelayanan	selama	1
masa_pelayanan_tetap	masa	pelayanan	tetap	1
masa_pema-sukan_lamaran	masa	pema-sukan	lamaran	1
masa_pemantapan_apa	masa	pemantapan	apa	1
masa_pembangunan_dewasa	masa	pembangunan	dewasa	1
masa_pembangunan_lebih	masa	pembangunan	lebih	1
masa_pembangunan_pada	masa	pembangunan	pada	1
masa_pembangunan_sampai	masa	pembangunan	sampai	1
masa_pembantaran_kasus	masa	pembantaran	kasus	1
masa_pembayaran_lebih	masa	pembayaran	lebih	1
masa_pembayaran_saat	masa	pembayaran	saat	1
masa_pembayarannya_pun	masa	pembayarannya	pun	1
masa_pembebasan_bersyaratnya	masa	pembebasan	bersyaratnya	1
masa_pembebasan_pajak	masa	pembebasan	pajak	1
masa_pembekuan_liga	masa	pembekuan	liga	1
masa_pembentukan_kader	masa	pembentukan	kader	1
masa_pembentukan_karakter	masa	pembentukan	karakter	1
masa_pembentukan_kepercayaan	masa	pembentukan	kepercayaan	1
masa_pemberian_air	masa	pemberian	air	1
masa_pemberlakuan_amnesti	masa	pemberlakuan	amnesti	1
masa_pemberontakan_tujuh	masa	pemberontakan	tujuh	1
masa_pembibitan_dari	masa	pembibitan	dari	1
masa_pembinaan_ia	masa	pembinaan	ia	1
masa_pembuangan_di	masa	pembuangan	di	1
masa_pembuatan_paspor	masa	pembuatan	paspor	1
masa_peme_rintahannya	masa	peme	rintahannya	1
masa_pemeimpinan_kami	masa	pemeimpinan	kami	1
masa_pemeliharaan_hanya	masa	pemeliharaan	hanya	1
masa_pemeliharaan_hari	masa	pemeliharaan	hari	1
masa_pemeliharaan_sehingga	masa	pemeliharaan	sehingga	1
masa_pemeliharaan_sistem	masa	pemeliharaan	sistem	1
masa_pemeriksaan_menga-takan	masa	pemeriksaan	menga-takan	1
masa_pemerin-tahannya_telah	masa	pemerin-tahannya	telah	1
masa_pemerintah_mau	masa	pemerintah	mau	1
masa_pemerintahan_dengan	masa	pemerintahan	dengan	1
masa_pemerintahan_di	masa	pemerintahan	di	1
masa_pemerintahan_mendatang	masa	pemerintahan	mendatang	1
masa_pemerintahan_paling	masa	pemerintahan	paling	1
masa_pemerintahan_pertama	masa	pemerintahan	pertama	1
masa_pemerintahan_sebelum	masa	pemerintahan	sebelum	1
masa_pemerintahan_tiga	masa	pemerintahan	tiga	1
masa_pemerintahan_yang	masa	pemerintahan	yang	1
masa_pemerintahannya_adalah	masa	pemerintahannya	adalah	1
masa_pemerintahannya_di	masa	pemerintahannya	di	1
masa_pemerintahannya_memang	masa	pemerintahannya	memang	1
masa_pemerintahannya_ruang-ruang	masa	pemerintahannya	ruang-ruang	1
masa_pemerintahannya_setiap	masa	pemerintahannya	setiap	1
masa_pemerintahannya_terkait	masa	pemerintahannya	terkait	1
masa_pemerintahannya_termasuk	masa	pemerintahannya	termasuk	1
masa_pemerintahannya_tidak	masa	pemerintahannya	tidak	1
masa_pemerintahannya_yang	masa	pemerintahannya	yang	1
masa_pemilihan_kepala	masa	pemilihan	kepala	1
masa_pemilihan_pemimpin	masa	pemilihan	pemimpin	1
masa_pemilihan_sampai	masa	pemilihan	sampai	1
masa_pemilihan_seperti	masa	pemilihan	seperti	1
masa_pemilihannya_mengumbar	masa	pemilihannya	mengumbar	1
masa_pemilu_atau	masa	pemilu	atau	1
